recent_probes.EZ_thresh_rec_pos,1.0
recent_probes.EZ_thresh_xrec,1.0
recent_probes.EZ_thresh_xrec_neg,1.0
recent_probes.EZ_thresh_xrec_pos,1.0
recent_probes.acc,1.0
recent_probes.avg_rt,-1.0
recent_probes.avg_rt_error,1.0
recent_probes.hddm_drift,1.0
recent_probes.hddm_drift_rec_neg,1.0
recent_probes.hddm_drift_rec_pos,1.0
recent_probes.hddm_drift_xrec_neg,1.0
recent_probes.hddm_drift_xrec_pos,1.0
recent_probes.hddm_non_decision,1.0
recent_probes.hddm_thresh,1.0
recent_probes.missed_percent,-1.0
recent_probes.post_error_slowing,1.0
recent_probes.proactive_interference_EZ_drift,1.0
recent_probes.proactive_interference_EZ_non_decision,1.0
recent_probes.proactive_interference_EZ_thresh,1.0
recent_probes.proactive_interference_acc,1.0
recent_probes.proactive_interference_hddm_drift,1.0
recent_probes.proactive_interference_rt,-1.0
recent_probes.std_rt,1.0
recent_probes.std_rt_error,1.0
selection_optimization_compensation_survey.compensation,1.0
selection_optimization_compensation_survey.elective_selection,1.0
selection_optimization_compensation_survey.loss_based_selection,1.0
selection_optimization_compensation_survey.optimization,1.0
self_regulation_survey.control,1.0
sensation_seeking_survey.boredom_susceptibility,1.0
sensation_seeking_survey.disinhibition,1.0
sensation_seeking_survey.experience_seeking,1.0
sensation_seeking_survey.thrill_adventure_seeking,1.0
sensation_seeking_survey.total,1.0
shape_matching.EZ_drift,1.0
shape_matching.EZ_drift_DDD,1.0
shape_matching.EZ_drift_DDS,1.0
shape_matching.EZ_drift_DNN,1.0
shape_matching.EZ_drift_DSD,1.0
shape_matching.EZ_drift_SDD,1.0
shape_matching.EZ_drift_SNN,1.0
shape_matching.EZ_drift_SSS,1.0
shape_matching.EZ_non_decision,-1.0
shape_matching.EZ_non_decision_DDD,-1.0
shape_matching.EZ_non_decision_DDS,-1.0
shape_matching.EZ_non_decision_DNN,-1.0
shape_matching.EZ_non_decision_DSD,-1.0
shape_matching.EZ_non_decision_SDD,-1.0
shape_matching.EZ_non_decision_SNN,-1.0
shape_matching.EZ_non_decision_SSS,-1.0
shape_matching.EZ_thresh,1.0
shape_matching.EZ_thresh_DDD,1.0
shape_matching.EZ_thresh_DDS,1.0
shape_matching.EZ_thresh_DNN,1.0
shape_matching.EZ_thresh_DSD,1.0
shape_matching.EZ_thresh_SDD,1.0
shape_matching.EZ_thresh_SNN,1.0
shape_matching.EZ_thresh_SSS,1.0
shape_matching.acc,1.0
shape_matching.avg_rt,-1.0
shape_matching.avg_rt_error,1.0
shape_matching.hddm_drift,1.0
shape_matching.hddm_drift_SDD,1.0
shape_matching.hddm_drift_SNN,1.0
shape_matching.hddm_non_decision,1.0
shape_matching.hddm_thresh,1.0
shape_matching.missed_percent,-1.0
shape_matching.negative_priming,1.0
shape_matching.positive_priming,1.0
shape_matching.post_error_slowing,1.0
shape_matching.prime_trials,1.0
shape_matching.std_rt,1.0
shape_matching.std_rt_error,1.0
shape_matching.stimulus_interference_EZ_drift,1.0
shape_matching.stimulus_interference_EZ_non_decision,1.0
shape_matching.stimulus_interference_EZ_thresh,1.0
shape_matching.stimulus_interference_hddm_drift,1.0
shape_matching.stimulus_interference_rt,-1.0
shift_task.acc,1.0
shift_task.avg_rt,-1.0
shift_task.conceptual_responses,1.0
shift_task.fail_to_maintain_set,1.0
shift_task.learning_rate,1.0
shift_task.learning_to_learn,1.0
shift_task.log_ll,1.0
shift_task.missed_percent,-1.0
shift_task.model_beta,1.0
shift_task.model_decay,-1.0
shift_task.model_fit,1.0
shift_task.model_learning_rate,1.0
shift_task.nonperseverative_errors,-1.0
shift_task.num_trials,1.0
shift_task.perseverative_errors,-1.0
shift_task.perseverative_responses,-1.0
shift_task.post_error_slowing,1.0
shift_task.std_rt,1.0
shift_task.total_errors,-1.0
simon.EZ_drift,1.0
simon.EZ_drift_congruent,1.0
simon.EZ_drift_incongruent,1.0
simon.EZ_non_decision,-1.0
simon.EZ_non_decision_congruent,-1.0
simon.EZ_non_decision_incongruent,-1.0
simon.EZ_thresh,1.0
simon.EZ_thresh_congruent,1.0
simon.EZ_thresh_incongruent,1.0
simon.acc,1.0
simon.avg_rt,-1.0
simon.avg_rt_error,1.0
simon.congruency_seq_acc,1.0
simon.congruency_seq_rt,1.0
simon.congruent_acc,1.0
simon.congruent_avg_rt,-1.0
simon.congruent_sd_rt,1.0
simon.hddm_drift,1.0
simon.hddm_drift_congruent,1.0
simon.hddm_drift_incongruent,1.0
simon.hddm_non_decision,1.0
simon.hddm_thresh,1.0
simon.incongruent_acc,1.0
simon.incongruent_avg_rt,-1.0
simon.incongruent_sd_rt,1.0
simon.missed_percent,-1.0
simon.post_error_slowing,1.0
simon.simon_EZ_drift,1.0
simon.simon_EZ_non_decision,1.0
simon.simon_EZ_thresh,1.0
simon.simon_acc,1.0
simon.simon_hddm_drift,1.0
simon.simon_rt,-1.0
simon.std_rt,1.0
simon.std_rt_error,1.0
simple_reaction_time.avg_rt,1.0
simple_reaction_time.missed_percent,-1.0
simple_reaction_time.std_rt,1.0
spatial_span.forward_span,1.0
spatial_span.reverse_span,1.0
stim_selective_stop_signal.EZ_drift,1.0
stim_selective_stop_signal.EZ_non_decision,-1.0
stim_selective_stop_signal.EZ_thresh,1.0
stim_selective_stop_signal.SSRT,-1.0
stim_selective_stop_signal.SS_delay,1.0
stim_selective_stop_signal.condition_sensitivity_hddm_drift,1.0
