,NBHD,NBHDL,NBHN,NBHT,NBMEANLD,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTKSCOR,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTBETA,HLTPROBW,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,KRBPCTP,KRBPCTPL,KRBPCTPM,KRBPCTPS,LOGCONHD,LOGGBHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s097,2.8550499727,-0.6857595011000001,0.22511092579999997,1.7699285127000002,2.05,43.2380952381,10.8393023849,868.0,30.4210526316,8.355409355399999,558.0,-0.3336390506,-0.7599025887,5.0704277233,0.275128357,4.4118898679,-0.0364752947,0.0015298161999999999,0.0171364746,0.1366171875,4.625844455899999,0.3040601516,1.3322265847,0.5,0.1666666667,14.833333333299999,0.033333333300000004,2,-0.0086666667,-2.5833333333,24.4166666667,0.07273809519999999,1,0.0005761905,-3.0726190476,0.14034860359999998,0.6988855051,8.5,7.0,3.1905335807,0.4919850342,1.7338596855,-0.5278559442,,-3.5035955758,0.47214314659999995,0.1910395678,4.9380558016,4.5471221503,0.2701636334,1.7864841863,-0.9575666758,4.0502743994,221.0,1.2928725743,0.514558072,0.043806033099999996,4,0.7347274779999999,0.0021284996,0.969140625,0.0020974717000000003,0.6111111111,0.25,0.06403124240000001,0.158113883,0.11111111109999999,0.0,0.22222222219999999,0.11111111109999999,-1.6473966759,0.21921515449999998,1.9771312918,0.4389395052,1.5676456144,-0.2378561763,364.3333333333,2.6563267722,0.2982514296,1.2650198806,-0.7227588972,-0.1980107636,-3.7405872785,5.5733537303,0.4195706009,10,2.0784759755,0.5355854091,1.8432317627,-0.2360765442,2.5314495346,0.42426572549999997,1.5670461463,-1.4681198334,0.46097560979999996,0.0502854037,-0.0054162137,10.1245887998,0.5413378354999999,0.1478725858,3.4626033914,0.289276646,1.3988527805000002,-1.0475021481,312.0,4.7,5.0,363.3333333333,2.7129900631,0.3165316132,1.2928843263,-0.8049277212,286.3333333333,319.3333333333,2.6277589718,0.31087656890000004,1.4143793635000002,33.0,-0.447251331,-0.1405035055,3.6721628806,0.2462830316,3.1339373556,-0.8898682648,-0.1345145528,2.9328370793,0.3649645624,1.6359088807000002,-0.24739949739999997,2085.5333333332997,17,7,2302.1666666667,1.3051497917000001,0.052744800800000005,2.0776320017,0.7853965401999999,0.3031602779
s098,2.0015897567,-0.44290642259999996,0.08364144920000001,2.7357442958,2.35,45.0,15.0961828567,832.0,23.1111111111,9.0286399789,366.0,-0.5430404485,-1.0496575253,2.9486450638,0.3703714422,1.7438218474,-1.2789917457,8.91727e-05,0.0010236511,0.0320947266,2.0450485128,0.4448452067,1.3360134113,0.6666666667000001,0.0,11.541666666700001,0.25416666670000004,2,-0.0011666667,-2.375,10.625,0.1536764706,3,-0.0095,-2.4705882353,0.24468600219999997,0.9221629209,7.7,8.0,1.1692185058,0.4033521940000001,1.6997834916,-0.6119590772,0.25,-0.2095803505,0.3284534546,0.1910395678,4.9380558016,2.5164824728,0.1733480082,2.5666834063999997,-1.1227206548,3.2129184158,110.0,7.6113128603,0.7339492028,0.37525354829999996,7,0.6902178764,0.0014242013,0.9259521484,0.0020035892,0.5277777778,0.0038729833,0.0038729833,0.0250474647,0.5185185185,0.5555555556,0.6666666667000001,0.33333333330000003,-1.0908522433,-0.2808868697,1.904415713,0.3777874971,2.1706281367,-0.2360276057,,,,,,,,,0.4949952981,9,1.5276146313999999,0.4886836483,1.8132159173,-0.4051425440000001,1.2271158951999999,0.4339382503,1.6586678599,-0.6076145992,0.5,0.028329211899999998,-0.0021070566,6.305948526,0.6250905906,0.2417582694,2.3629819740999998,0.2745513753,1.4895434018,-0.3807244584,351.5,6.0,6.9,,,,,,152.5833333333,487.3333333333,1.5871572212,0.34606427409999996,1.1871878105,334.75,0.7851511684999999,0.2736981069,2.4396493533,0.3132950312,1.8769990975,-1.1824435123,-0.2231317213,0.7448560493999999,0.0243384652,2.0318674515,-0.3251747914,2169.7333333333,-6,9,7836.3636363636,-0.8518106968000001,-0.08434318019999999,-0.8766977026,0.8338835774000001,0.451020956
s103,3.4371806465,-0.9997601077,0.025043171000000003,3.4074918596,2.4,19.36,8.154140052799999,459.0,13.458333333299999,4.5394805933999995,304.0,-0.38632101729999996,-0.711352834,3.6346927686000003,0.4504031478,2.7694026657,-0.7432858395999999,0.0031590979,0.0049748535,0.0762587891,3.5463733668,0.28874729990000003,1.5847699242000002,0.1666666667,0.5,9.25,0.05,2,-0.010666666699999999,-5.5,8.7916666667,-0.0016030223,2,-0.0089491525,-1.6365121503,0.2451536923,0.5319895844,7.1,8.0,1.9991852380000001,0.49563551659999994,1.7679896599,-0.4127152892,0.33333333330000003,-1.1306316689,-0.6054094715999999,-0.4424163399,3.1063759132,1.8685463521,0.20961767190000002,1.9895238955,-1.0170844173,3.9312389163,244.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.7076599120999999,0.0008614946000000001,0.7538421631000001,0.0009394663999999999,0.5833333333,0.009797959,0.009797959,0.06403124240000001,0.3703703704,0.44444444439999997,0.44444444439999997,0.22222222219999999,-1.5526122422,0.1789902284,2.731461487,0.4513753077,1.6588923999,-0.2209646692,,,,,,,6.1525019921,5.7059658473,0.6033998589,6,1.4261424858,0.6442889316,1.8386446940999999,-0.2242313132,3.3009343682,0.4047401432,2.1067119869999997,-1.8161306544,0.40886699509999996,0.039635169000000005,-8.706620000000001e-05,6.6951047886,0.5579122356,0.2417344727,3.3248001648,0.3531394161,1.6856293556000002,-0.8639022386,361.0,4.9,4.3,277.5,2.637272409,0.3589119014,1.6900510987,-0.4410248014,284.6666666667,290.0,2.8058486855,0.354036226,1.3347665067,5.3333333333,0.6125670039000001,0.1569575054,2.9536571879,0.36780480020000006,2.2836942448,-0.9238397356999999,-0.1964172659,1.7574109528,0.3858645937,1.9580990669,-0.1893270902,3068.1515151515005,2,11,3547.4166666666997,-0.4609996274,0.7920300243,0.2912659819,0.246363591,0.6217034564
s106,2.9595470043,-0.8028331284,0.1323126834,1.6035680178,1.6,20.8333333333,1.6594044680000002,480.0,20.5,1.1470786694,390.0,-0.4996807036,-0.8932904661000001,2.2210974784,0.3063206344,1.1578514482,-0.9271742556999999,9.8284e-06,3.64261e-05,0.0001434937,4.8219857468,0.212110955,1.3097488216,0.33333333330000003,0.6666666667000001,11.208333333299999,0.0291666667,1,0.0011666667,-3.2083333332999997,6.25,0.001875,2,-0.010125,-0.4687500000000001,0.15135215289999998,-0.3523164789,8.2,5.9,2.4371638702,0.33568526229999995,1.4740125438999998,-0.4295776434,0.7777777778,-7.2134484135,-2.5341813387,-0.23315151239999998,3.5345441135000004,3.9392273558,0.1972314557,1.0130599455,-1.1652624446,3.6348828618,166.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.7038806437999999,0.0014609558,0.8626464844,0.0021918064000000003,0.7222222222,0.0002011893,0.0002011893,0.0006324555,0.8518518519,0.8888888889000001,0.8888888889000001,0.7777777778,-1.395448377,-0.4010724227,2.7207320534,0.3470870185,1.2703072473,-0.3900071164,,,,,,,26.8696014973,-23.3474001369,0.3012906551,11,2.0234878156000002,0.4210983528,1.6160552116999998,-0.4849917924,3.6968491538,0.3870230112,0.9027627384,-2.5649827571,0.4731707317,0.0581586324,-0.0035926737,6.5689349803,0.4867275867,0.2280942373,4.2106270921,0.2014760478,1.2758002274,-1.1935005512,264.0,6.1,5.4,,,,,,201.3333333333,223.6666666667,3.4732979832999997,0.3128503346,1.13456557,22.3333333333,0.5268639321999999,0.1623821543,3.230619921,0.30869194920000004,1.977302446,-1.4294105849,-0.1781321821,1.3865400441999998,0.2590604187,1.1596119826,-0.3604758638,1634.9848484848,8,9,3150.75,0.139032773,-0.1808246176,-0.0581332094,0.8595945988,0.8621889839
s108,1.9503838521,-0.3066062248,0.23508184,2.4779112003,3.1,31.25,2.8628049486,719.0,26.090909090900002,3.6241135652999996,551.0,-0.3507593277,-0.7890531868,3.4592388414,0.36025052869999996,2.0970109463999997,-0.1971741157,0.0008692497,0.0022333679000000003,0.0287919922,4.7455464929,0.3079731134,1.1600704622,0.8333333333,0.1666666667,2.3333333333,0.025,2,-0.002,-0.33333333330000003,2.2083333333,0.0476190476,2,-0.0032380952000000004,-1.1011904762,-0.1790646454,0.9422794554999999,7.5,5.9,2.1103743933000003,0.6037034167,2.0046118828,-0.4680978309,0.22222222219999999,-3.0635588542,-0.6419769273,0.3298219498,4.6604910377,3.9299577683999996,0.055478135899999996,3.3854535801,-1.2083775268,3.5486526974,170.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.6493670464,0.0011092367,0.998046875,0.0011553136999999998,0.6944444444,0.0038729833,0.0256124969,0.0256124969,0.4074074074,0.5555555556,0.33333333330000003,0.33333333330000003,-0.8151194069000001,0.1214749234,1.7371923358,0.4495686721,2.0755298846,-0.2128585163,,,,,,,1.5710347008,5.551491788300001,0.7158632512,13,1.4726449004,0.6233584736000001,2.1192568146,-0.29513883960000004,3.6689125148,0.4767939407,2.1041023971,-2.0433224831,0.5693069307,0.11249896390000001,0.0015797874,7.499318335700001,0.6596322234,0.2756538799,3.3198422927999998,0.30580296149999997,1.5780768565999999,-1.0333193698,330.0,5.9,6.3,328.8333333333,3.2609886568,0.3475542393,1.9837355509,-0.9913364052,270.3333333333,246.5,3.8394968684,0.3620220739,1.7641653665,-23.8333333333,-0.0386599281,-0.0104851765,4.2794890051,0.34916125070000004,2.7958783766,-1.0322176549,-0.07779431,2.4358789149,0.4015806443,1.6935068594,-0.1578410932,2886.8645833333003,-6,8,6098.416666666701,0.9026365952,0.5747881101,0.6587341261999999,0.9997495085,0.3749106204
s110,2.5983389353,-0.9010401358,0.214216843,1.2406351537,1.4,29.7391304348,11.066811117,654.0,17.0833333333,5.0296223963,394.0,-0.3804893148,-0.8250866568,3.9583318192,0.2632296147,2.2034167326,-0.8413635836000001,0.0101183596,0.0376691895,0.145109375,3.2596597644,0.25432082370000003,1.0460673058,0.5,0.1666666667,9.9166666667,0.025,2,-0.0053333333000000005,-3.8333333332999997,20.7916666667,0.1693246371,1,0.0008950137000000002,-5.816957710900001,0.2107388965,0.8631430465000001,5.1,4.3,1.7946423615,0.3527600685,1.3303035748999998,-0.5411100294,,-1.8802808025,-1.0699535787999999,-0.7431748626000001,3.0696269407999996,2.0327574741,0.0614036018,1.7463371285,-0.6529863250000001,2.9892151170999997,95.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.6178581238,0.002018817,0.6774986267,0.0017493105,0.4166666667,0.0256124969,0.158113883,0.25,0.11111111109999999,0.22222222219999999,0.11111111109999999,0.0,-0.8815488565999999,-0.1241388548,0.5324592842,0.1961384368,1.4246179653,-0.1955851232,,,,,,,,,0.5003159652,7,0.5738363511,0.3005327901,1.5543903409,-0.3279980062,3.3374884212,0.3025934951,1.5260267336000002,-2.0821540467,0.4816625917,0.0077536911,-0.0026601578999999997,3.3807943529,0.7267789534,0.35005644550000004,2.1946702095,0.2182471138,1.0957474025,-1.475559184,286.5,5.3,5.1,,,,,,,,,,,,,,2.3136571014,0.30439180050000003,1.5281669755,-1.4487694585,,,,,,2326.287037037,0,9,5610.5,,,,0.8923197916000001,0.33001776920000003
s111,1.9731737101,-0.4075008338,0.0738709724,2.4807807701,2.55,26.4,14.531574817200001,625.0,19.3181818182,10.1530495707,400.0,-0.4908678121,-0.8716907370000001,3.1884641483,0.3649056674,1.8317730629,-0.5597080731,0.32788981629999997,0.1682646484,0.2608203125,4.427122202900001,0.26918552360000003,1.9983815226,0.6666666667000001,0.33333333330000003,9.25,0.18333333329999998,0,0.0016666667,1.5833333333,15.333333333299999,0.0352380952,0,0.0036238095,-0.480952381,-0.0639244094,1.0682924593,8.5,10.6,3.0012778444,0.33700527900000005,2.0690700842,-0.36040569689999996,0.5277777778,-2.0823886659,-0.7159278084,-0.35364109159999996,3.775523272,2.0706177499000002,0.005675836700000001,2.5971261349,0.31905308400000004,5.327301583000001,113.0,10.925098710999999,0.9214174355,0.2565783653,8,0.6233879924,0.0008840755000000002,0.8870090485000001,0.0015282755,0.5833333333,0.0256124969,0.0256124969,0.009797959,0.3703703704,0.33333333330000003,0.33333333330000003,0.44444444439999997,-0.9713153126,-0.3783573688,0.6228090188000001,0.4928152631,1.8824283722,-0.34491965420000004,,,,,,,13.5430138153,-9.4221233996,0.76780885,12,1.2419032845,0.4739157978,2.0179628114,-0.2707006726,1.8317983578,0.0198432733,2.6536393688,-0.6446587138000001,0.5940594059000001,0.0562532564,0.0020250648000000003,4.2045880649,0.5368785629999999,0.32477857109999997,2.4193836737,0.3145084063,1.8284725751,-0.6288468928000001,307.5,6.1,5.5,205.8333333333,3.8706433494,0.269492756,3.4093657605,-0.5060557218,350.6666666667,275.5,2.8385933239,0.2604724972,2.0360930017,-75.1666666667,-1.2827744761,-0.8561741247,2.6263031419,0.3142526295,2.0600250293,-1.0877120484,-0.2303566928,1.7428806934999999,0.320246876,1.7269944609999999,-0.27124270240000004,1865.25,3,10,2895.5,-1.5838205555000002,0.3114051986,-0.9301934173,0.2073175136,0.25157822550000003
s112,2.5706198962999998,-0.6976716203000001,0.2283517901,1.9613779266,2.15,31.2272727273,8.234259547999999,657.0,24.0,5.961414390800001,321.0,-0.4348937562,-0.7735069291000001,4.621064245,0.2790536944,2.5300352139,-0.9282315018,0.0027730402,0.06467333980000001,0.0035664063,4.2768731713,0.1981468242,1.6264091411000001,0.5,0.1666666667,6.208333333300001,0.28750000000000003,3,-0.0131666667,-1.2083333333,9.125,0.37105263159999996,3,-0.0119298246,-3.149122807,0.08765223359999999,1.2536082727,8.2,7.6,2.7124922036,0.4529303513,2.0774475611,-0.6984560773999999,,-0.5146140647,0.3217024016,0.0,5.320134937200001,3.5760090063,0.06420383560000001,4.7001657161,-1.0705413209999999,3.8243251091,211.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.6868490219000001,0.0018928788,1.0,0.0026576173,0.4722222222,0.158113883,0.1265219767,0.25,0.0740740741,0.11111111109999999,0.11111111109999999,0.0,-0.9731573638,0.0285214618,2.489270091,0.2968651914,2.1484449976,-0.4059114720000001,253.6666666667,3.0950488211000002,0.2805564794,1.3173702712,-0.3376094133,-0.4946682017,-4.4643476582,12.9194749413,0.4396209612,15,1.6345198881,0.398484464,2.4602294752,-0.060640095199999994,4.0868789289,0.4364545571,1.6339290712,-1.5714664711000002,0.4754901961,0.0627432814,0.001088697,6.342637636699999,0.4691922724,0.2577556525,3.3640227792000004,0.2127900277,1.6572022879,-0.3985442624,238.5,7.5,5.6,196.5,2.280283315,0.27502961719999997,1.3528672168,-0.5890031138,182.3333333333,198.8333333333,2.9792873271,0.24013782,1.4660928786,16.5,-0.32183451100000005,-0.5873223723000001,3.5838996941000003,0.2621996187,2.6872512467000003,-1.0663762946,-0.23224622949999998,2.377986661,0.2673552849,2.1442323776,-0.4848047812,1093.7513257576,25,7,2776.6666666666997,0.7151107724,-0.0704879881,-0.0129838665,0.4930716828,0.33852896740000005
s121,1.9048883428,-0.3424876288,0.0551743155,2.6046378488,2.95,33.5,10.8069178624,630.0,28.0,7.8472254566999995,530.0,-0.3195998573,-0.8297711253000001,3.1773611733,0.4304758635,2.0555986136,-1.0237218881999999,0.0002384741,0.001188797,0.0006821289,3.7729429142,0.29569233629999997,2.2266423738,1.0,0.0,8.0,3.9898639950000005e-16,1,-0.008333333299999999,0.0833333333,17.25,0.1605633803,2,-0.007267605600000001,-1.9647887324,-0.035811909600000004,0.9684031065,7.7,8.5,1.6291589006,0.5486244794,1.9775624445,-0.3716160776,0.9444444444,-2.9789757456,-0.5388962734,-0.4424163399,3.1063759132,1.6086700770000002,0.0463331744,2.364315035,-1.0082628,2.672669815,210.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.8113300323,0.0012032597,1.0,0.0015905435999999998,0.5833333333,0.0015811388,0.0006324555,0.0004,0.7037037037,0.6666666667000001,0.7777777778,0.6666666667000001,-0.5513283207999999,-0.0485510843,1.0701339511,0.4259451456,2.0617614062,-0.2678460535,341.6666666667,2.1453064577000003,0.3391522815,1.2808326524,-0.2746602255,0.0653007102,,,0.7371513646000001,12,1.5216611699,0.5724916479000001,1.7428045483,-0.5327117577,2.5210923745,0.5428910427,1.5144216993,-0.9994666399,0.4151898734,0.0228190583,-0.004730090300000001,4.9972315777,0.5144469282,0.2366323851,2.5920622190000002,0.4013957783,1.8554553594,-0.4919860952,393.5,6.5,4.6,428.1666666667,2.1696747454,0.3764480331,1.3657521325,-0.6433692851,360.5,416.3333333333,1.8394182963,0.2909762678,1.5900055038999998,55.8333333333,-0.0698209122,0.17689459710000002,1.6265449168000001,0.5358110028999999,1.4170747363999998,-0.6981337390000001,-0.149192981,1.5933571571,0.30724521600000004,1.7068654131,-0.33058323900000003,1770.3700396825,6,9,3042.75,-0.2308397783,-0.4546225567,-0.1965740026,0.18502683399999997,0.1959866143
s128,2.5332882131,-0.5168054482000001,0.0890259714,2.3915198015,2.55,28.695652173899997,8.0081480245,660.0,21.8421052632,5.0581414889,400.0,-0.37029336939999996,-0.8854411103000001,3.1343036757,0.39466876869999995,1.7375770703,-0.8325118059000001,0.0040048569,0.0675800781,0.0131933594,3.4521784033999996,0.31534966989999996,1.2341411948999998,0.6666666667000001,0.33333333330000003,7.25,0.1,3,-0.004,-2.25,8.875,0.2900175131,2,-0.007639229399999999,-1.4827370528,0.5305493840000001,0.45105606369999995,7.4,6.2,3.6471924125,0.4197364578,1.5831708447,-0.5285277251,,-1.1196138126000001,-3.2778436302999996,-0.9389161248,0.1035391316,1.1197483969,0.33500742380000004,1.129646451,-1.1652624446,3.6348828618,155.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.7680843353,0.0012677962,0.8839675903,0.0015923410000000002,0.5833333333,0.06403124240000001,0.06403124240000001,0.158113883,0.1851851852,0.22222222219999999,0.22222222219999999,0.11111111109999999,-1.1716417426999999,0.0766680478,2.0269814395,0.4928911175,2.1208571093,-0.4475360047,380.1666666667,3.2936646895,0.37080239509999996,1.1065496881,-0.49333832299999997,-0.2566328039,-8.5778172494,17.028136584400002,0.6289838072,13,1.9375025058000002,0.43842335179999997,1.7110003216,-0.5095442999,2.7043895344,0.4148724256,1.6075629699,-1.4205485787,0.4485294118,0.025616512799999998,0.0005613158,5.7339013817,0.5300457435,0.1931148535,3.3206068899,0.3174827441,1.5645607311,-1.1475954798,348.0,5.4,5.8,367.0,2.8134911131,0.3473181249,1.3245909521,-0.8521813789,312.6666666667,372.0,2.6077542766999997,0.3459274007,1.3496203303,59.3333333333,0.1092711155,0.006892787500000001,3.1743402920999997,0.3619919175,2.2517839506,-1.533946892,-0.17563167899999999,1.9677996841999998,0.4099529517,1.4592030619999998,-0.141753027,1836.6759259259,1,8,7186.333333333299,-0.2722315269,0.0315648018,-0.5153969343,0.8630164529000001,0.27840498950000003
s129,1.8603566291999998,-0.4764066959,0.038655023,1.9576580849,1.55,32.2380952381,12.852644715799999,639.0,20.5263157895,9.7260727546,376.0,-0.5257178707,-0.7528327023,3.9070332932,0.39050381869999995,2.2667471822,-1.0544410078,0.0009689058,0.00034147450000000004,0.0004678955,4.2944358218000005,0.29926053350000004,1.3186004009,0.5,0.1666666667,3.75,0.033333333300000004,2,-0.010333333299999999,-1.25,4.5416666667,0.1070460705,2,-0.006723577200000001,-1.7357723577000002,0.1316481415,0.34871618660000003,6.1,5.8,2.0172580569,0.5464528847,1.6597945718,-0.7565455069,0.6111111111,-1.0036986596,-0.3697212467,0.0,5.320134937200001,3.1488738298000003,0.2556612614,3.2029854573,-1.0170844173,3.9312389163,206.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.8792638779,0.0013619672,0.8770751953,0.0013185732999999999,0.5555555556,0.0004,0.0038729833,0.0004,0.8148148148000001,0.8888888889000001,0.7777777778,0.7777777778,-1.283754448,0.0809003301,2.1586189092,0.4137217621,1.5777950064,-0.2106061069,308.6666666667,3.8437894661,0.3094383976,1.8267682221,-1.1891560205,-0.322713493,,,0.5055458482999999,10,1.72453055,0.473896016,1.9924109148,-0.3593742703,2.8911659773,0.41072965549999996,1.4267473156,-1.0425626841,0.4191176471,0.0948302474,-0.001822481,8.7860218863,0.59785928,0.13520988450000002,3.1054679849,0.3133004542,1.4922245616999998,-0.9820172264,366.0,5.9,5.6,347.8333333333,2.2389418593,0.29944183220000004,1.4523947913000002,-0.9894970418,281.5,286.6666666667,2.8257417786000003,0.3611053178,1.3046635978,5.1666666667,-0.112005942,0.4799330362,1.9143254558000002,0.3695662185,1.6170044224000002,-0.8991990253000001,-0.2761897135,1.3597327883,0.3764702393,1.4634572758000002,-0.4361482724,1940.1,13,7,3584.75,-0.8669558356999999,0.1435223481,-0.6638107554,0.8635762621999999,0.3395718505
s142,2.4480229971000003,-0.6417276293,0.044010781799999996,3.0930148126,2.25,18.0909090909,2.6169609948,382.0,18.9583333333,3.6053000438,434.0,-0.4646572888,-0.7303891316000001,4.099049090199999,0.3436665756,2.4664192599,-0.3971175097,4.4523e-05,0.0014927216,0.022190429700000004,3.9656887918,0.25639268239999996,1.8156366600999998,0.5,0.5,7.5,0.4583333333,3,-0.006666666700000001,-2.5,5.791666666699999,0.4375,1,0.0007142857000000001,-0.2916666667,-0.0966466601,0.6313096402,6.9,5.2,1.6012168635,0.33607534710000003,1.7058171268,-0.5051107305,,-1.2105189238,-0.9072355806,-0.5629734621,4.194188013,2.9761130655000003,0.008530007000000001,3.1925158177,-0.5400116798,3.2151644074,212.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.7684188843,0.0024697789,0.9909179687999999,0.0022422898,0.5277777778,0.158113883,0.009797959,0.158113883,0.33333333330000003,0.22222222219999999,0.44444444439999997,0.33333333330000003,-1.1723008603,-0.205688826,1.7253676526,0.08426808960000001,2.8268284431,-0.1321642167,259.8333333333,3.8765055757,0.3348319005,1.7283974859,-0.7793262315999999,-0.5113100046,,,0.4560966407,7,1.5309271451000002,0.4515859227,1.8015580641,-0.3757570167,4.9642767217,0.3756533232,1.9142499787,-0.8080488450000001,0.3613861386,0.024012170899999997,0.0009322925,0.0682146517,0.0017914245000000002,0.08713742990000001,1.9437016364,0.3094355565,1.6281512291,-0.249783862,317.0,6.4,5.1,263.5,3.1560177416000004,0.35737373060000005,2.5906359302,-0.6635912346,232.0,235.6666666667,3.3112990288999997,0.3700820704,1.9525991347999998,3.6666666667,-0.0124848242,0.24408735739999998,3.5476278875,0.3473463614,2.1975588327,-1.535439895,-0.19042934579999998,1.3003093325,0.1403065556,1.8921325051,-0.1813859968,1470.8263888889,4,9,3968.1666666666997,,,,0.8598967579000001,0.3567945394
s145,2.4717629531,-0.707072102,0.1300639646,2.5207679753,1.9,32.380952381,10.795722256900001,645.0,33.4210526316,14.0487871737,600.0,-0.39623373689999997,-0.8751412426999999,2.4416020612,0.3131603792,1.7088842668000002,-0.5244756785,0.0014281174000000002,0.0064106445,1.0603144531,3.2763989816000003,0.2284032062,1.1476242912,0.8333333333,0.1666666667,8.0,0.05833333330000001,2,-0.0053333333000000005,-2.1666666667,15.291666666700001,0.0978132388,1,-0.0039125296,-2.6052009456,0.0321160231,1.0251965751999998,7.2,6.9,1.8109079108,0.0344945736,2.5550883291,-0.2891882286,0.22222222219999999,-3.7249971695,0.1745426895,-0.0239686552,3.1161783991000003,2.7960509595999996,0.22368420400000005,1.0888510616,-1.5092602536000002,2.9468872438,120.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.8040359497,0.0011578557,0.9466796875,0.0013565213,0.44444444439999997,0.06403124240000001,0.0256124969,0.0256124969,0.2962962963,0.22222222219999999,0.33333333330000003,0.33333333330000003,-0.8274325662,0.1045859202,1.4388665966,0.4261562239,2.0976907857,-0.3037611495,,,,,,,,,0.5746654042,8,1.5356830688,0.6693502397000001,1.9205181812999998,-0.3808669280000001,2.1702446274000002,0.3623665375,1.6882034772999999,-0.4204584289,0.4313725490000001,0.0491383223,-0.0023224833000000003,7.9566921099,0.5146985740000001,0.179056856,2.9748832126,0.2535616744,1.0021604721,-1.1595573962999999,267.0,5.6,5.2,309.0,2.3896737227,0.2356285436,1.4724010979,-0.7369506677000001,,,,,,,,,1.5317949239000002,0.3298697673,1.5256317704,-1.1240553576999999,-0.1565702007,1.521358177,0.2042633474,2.1245229642,-0.35956487119999997,2264.2166666667003,8,8,3378.3333333333003,-1.1253289999,0.8315630555,-0.6997601676,0.7981536578,0.5753656030000001
