,NBHD,NBHDL,NBHN,NBHT,NBMEANLD,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTKSCOR,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTBETA,HLTPROBW,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,KRBPCTP,KRBPCTPL,KRBPCTPM,KRBPCTPS,LOGCONHD,LOGGBHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s284,2.3669283632,-0.4697247765,0.271857866,2.0349280638,2.6,38.1904761905,7.474082202000001,771.0,22.6111111111,3.8215932755,387.0,-0.6234812544,-0.7929680084,4.1746297253,0.26570191590000003,2.5512207409,-1.9164444946,9.10185e-05,0.0003459396,0.0006054688,3.7879957024,0.290504861,1.7143691471,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1,-0.0038333333,-4.125,20.5833333333,0.0915024631,1,-0.0024137931,-4.8435960591,-0.0205639177,0.24814500739999998,6.6,6.9,3.0254092455,0.4727522456,2.3854557251,-0.3048571953,0.7222222222,-2.3295866775,1.1360679751,0.0,5.320134937200001,5.4288041954,0.1548778404,3.3456159911000003,-1.0385004381999998,3.3813588491,230.0,1.2928725743,0.514558072,0.043806033099999996,4,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,0.0006324555,0.0015811388,0.0038729833,0.6666666667000001,0.7777777778,0.6666666667000001,0.5555555556,-1.30536894,-0.0710991607,1.8537379321,0.5077842218,1.481570211,-0.318828532,,,,,,,-19.4668082309,25.6309135075,0.7064388443999999,16,1.7540230688999998,0.5839610578000001,1.7787795896,-0.4273255599,4.3090409841,0.4803035736,1.6507410675999998,-1.7661040831,0.5541871921,0.0516883622,-0.0029915075,7.579924382200001,0.4454944265,0.17269602609999998,3.571418631,0.33129314,1.5634995300999999,-0.5347700481000001,322.5,7.2,5.7,291.8333333333,4.7671992631,0.3631661213,2.1875791150999997,-1.3760920184999998,297.8333333333,304.0,3.2971541901,0.3890819684,1.4025163961000002,6.166666666699999,-0.7788709886,-0.3575548535,3.7804848264,0.3844909135,3.5886909835000003,-1.0854276911,-0.17855361170000003,1.5156161152,0.4225079432,1.8090268191999999,-0.4042145238,1481.0241046832,15,8,3100.6666666666997,1.6787082427000002,-0.6699615515999999,0.5557892182,0.8471010189,0.1901238455
s285,2.1015429999,-0.8062880206999999,0.1523987926,2.3087110861,1.45,21.875,6.0455697038,500.0,13.958333333299999,3.6173394818999998,320.0,-0.5061526836,-0.8984361953000001,4.4526128192000005,0.5054479979000001,2.3960159009999997,-0.3693705699,0.00332627,2.6509238281,0.07187792970000001,3.272246566,0.3328967517,1.5697595213999997,0.5,0.33333333330000003,4.2083333333,0.0125,1,-0.0038333333,-1.875,4.7083333333,0.14283720930000002,3,-0.0063488372000000005,-2.0125581395,-0.3695475427,0.7312925967,6.7,4.8,1.1458753634999999,0.4714841959,2.0065729116999997,-0.6648047101,,-2.4835793141,-1.8485839334,-0.8864604548,3.5472140276,2.5306904873,0.24752462449999998,1.8822962828,-0.2927955376,3.3208469219,128.0,57.9526365305,-7.8620329652,0.8535643773,6,0.860736084,0.00176516,0.9984375,0.0016453483,0.44444444439999997,0.1265219767,0.06403124240000001,0.25,0.11111111109999999,0.11111111109999999,0.22222222219999999,0.0,,,,,,,378.1666666667,3.3527508769,0.3106308654,1.8160795513999999,-2.2188423017,-0.3403222474,10.966006298599998,-5.7476384411,0.7289525998,5,1.1549908529000001,0.6017881971,2.4512708528,-0.37070465259999996,2.8435446876,0.4626363625,2.3048650241999997,-0.6451651147,0.3979591837,0.0956822894,-0.0029173215,9.1679509868,0.6370971514,0.1838174012,2.8263399813000003,0.29063155329999996,1.8006496926,-0.6692221422,368.5,6.0,5.2,254.3333333333,2.4490875144,0.37554876649999996,2.005761637,-0.2606229566,343.0,425.8333333333,1.5140834935,0.38050645689999996,1.8622513707,82.8333333333,-0.3246242332,-0.1177740347,2.4110905746999998,0.5821575963000001,2.1451346741,-1.0699150912,-0.1068174568,1.0060480515999999,0.208614343,1.9066660036,-0.3545944784,3522.2666666666996,4,8,3634.0,-0.5373079103,0.3630056408,-0.4784486953,0.1785826093,0.32035653270000003
s286,3.1910448071,-1.2021737848,0.1630554154,2.6330907986,1.7000000000000002,,,,,,,-0.5590756582,-0.6728705139000001,3.6364947269,0.458891317,2.3161094555,-0.5323742978,0.00026945830000000003,4.60525e-05,0.012355468799999998,2.2512256028,0.33080726920000003,1.4766506102,0.5,0.1666666667,9.2916666667,0.0625,1,0.0011666667,-4.0416666667,5.375,0.1244135058,2,0.0015536067,-2.0833150625,-0.006407782000000001,0.8924830799000001,7.9,6.7,1.0199029117,0.1667816368,2.5205263268,-0.564610658,0.30555555560000003,-1.1360576047,0.36972928270000005,0.4902031417,4.3397286539,1.5610996671,0.1987374509,2.286791551,-1.2890129855,3.38738178,112.0,10.925098710999999,0.9214174355,0.2565783653,8,0.7183218001999999,0.0018236276000000002,0.8291753769,0.0018624389000000002,0.4166666667,0.0038729833,0.009797959,0.1265219767,0.3703703704,0.5555555556,0.44444444439999997,0.11111111109999999,-1.4179021551,-0.4542741325,1.6958347828,0.6403881284,1.7852297925999998,-0.3159075557,313.3333333333,1.6111761794,0.0307758398,2.6450102387000003,-0.7031333537000001,-0.0342317887,,,0.5635854124,3,1.09327268,0.7558035,1.6905292353,-0.14656279949999998,2.3001981321,0.5151785739,1.6224035016999998,-1.1386675651,0.3706467662,0.0449503368,-0.0036616194,1.0,0.0,0.1,2.1482444712,0.2790177057,1.7508628110000002,-0.26150019129999996,367.0,5.1,4.6,288.1666666667,1.9827600244999999,0.4701437227,1.6273586779,-0.571645566,280.1666666667,284.8333333333,1.7676175591,0.4030214425,1.594000759,4.6666666667,-0.1518947195,0.44039074340000006,2.2851319989,0.3964911078,1.8538772732,-1.2614266517000001,-0.1180401636,0.4972338428,0.0991655575,1.7121424224000001,0.023189967,3077.45,3,6,3319.5833333333003,-0.63554111,-0.3842844162,-0.8070364137,0.7316597906000001,0.22994138670000003
s291,1.7736662450999998,-0.4966944753,0.0218099785,2.1204514678999997,1.7000000000000002,34.5454545455,5.543999525199999,720.0,26.0,5.3410032568,490.0,-0.1963828217,-0.8346327071999999,1.8371017697,0.2417213977,2.185306878,-0.3580920286,1.40911e-05,0.0036091919,0.0035146484,2.6231099946,0.3454847357,1.9254348475999998,0.6666666667000001,0.0,11.791666666700001,0.1958333333,2,-0.0221666667,-0.2916666667,10.7083333333,-0.0529632721,1,-0.0009933222,-1.3522537562999999,0.27367413420000003,0.9840053149,10.0,9.1,0.7221815378,0.1866944134,2.3346676119,-0.3946179796,,-0.4303036621,-1.4661772405000002,-1.2882078674,2.7437192025,1.4396303863,0.1111769728,2.5145521090000003,-0.9630841912,3.0580660263,198.0,25.7627506452,0.9984046206999999,0.3968411315,9,0.7657501220999999,0.0021077299,0.84140625,0.0017344138,0.5555555556,0.053929018700000005,0.158113883,0.25,0.14814814810000002,0.22222222219999999,0.22222222219999999,0.0,-0.9580662583,-0.012254108400000002,1.4602890808000002,0.4824472941,1.9505147109,-0.200302775,,,,,,,,,0.4319062224,9,0.9025471243,0.7594270468000001,1.9748446534,-0.17132747739999998,2.3088417247,0.38713073929999997,1.8586586893,-1.3006410728,0.4536340852,0.0646258614,0.0038451333,7.475134159,0.7072925800000001,0.31217546079999997,1.8429410094999998,0.3003126733,1.8078159831,-0.4646945592,398.0,5.5,5.8,398.8333333333,1.7956126928,0.3717214802,1.296704985,-0.35398893789999997,300.8333333333,291.3333333333,2.3559772286,0.36105864340000005,1.3887490113,-9.5,-0.1118613566,0.178089573,2.2983851998,0.41282576979999996,1.6740168275,-0.6880892089,-0.1283934843,1.3399177197,0.17774083670000002,2.1733915125,-0.153259789,2261.9083333332997,0,7,5296.5,,,,0.7413259634999999,0.3824006311
s294,3.0435554336000004,-0.6661178113,0.2523784315,1.6720414082,2.4,20.7692307692,2.2504700364,520.0,19.1304347826,4.4344144619999994,420.0,-0.5306715089,-0.8537944131999999,3.7114917848,0.3277418267,1.5356628722999999,-1.4137656657,0.0055597662,0.0099259338,0.0626220703,3.3208191667,0.28038465170000004,1.2899056642,0.33333333330000003,0.5,11.375,0.0291666667,2,-0.0051666667,-2.7083333332999997,8.1666666667,0.015461346599999998,2,-0.0074447215,-2.2443890274,-0.214906191,0.32436947860000004,7.7,7.2,3.2045961291000005,0.3933216177,1.9100674899,-0.30532299420000003,0.19444444440000003,-0.9479972455,-0.10551064119999999,0.0,5.320134937200001,4.6476547929,0.2199551648,2.6513353039,-1.0705413209999999,3.8243251091,204.0,10.925098710999999,0.9214174355,0.2565783653,8,0.6834051132,0.0010698211,0.8033329010000001,0.0013413532999999999,0.5,0.06403124240000001,0.06403124240000001,0.0256124969,0.2592592593,0.22222222219999999,0.22222222219999999,0.33333333330000003,-1.4404270566,0.1051229026,2.2343882508,0.34179470970000003,1.9374083357,-0.3064067167,447.5,2.9690228882,0.2686444637,1.5059552994999998,-1.2093082628,-0.42230445619999996,55.7420331365,-43.1901968083,0.549861669,16,2.7926401575,0.426574226,1.7281893297000002,-0.4039582592,4.8993235323,0.3726270887,2.0578838116,-2.4958778768000003,0.5356265356000001,0.12796347730000002,0.0011973482,6.7757609216,0.3796000021,0.2081279331,3.6750617539999997,0.2759803993,1.4541092075,-0.5560540525000001,314.5,6.9,6.3,370.5,3.016611197,0.30358311670000004,1.2855370612,-0.8373594514,231.1666666667,277.8333333333,2.678809641,0.3317366846,1.4272164073,46.6666666667,0.6014579333,0.3556386908,3.0696375411,0.3011490927,2.1733071811,-1.2497010001,-0.30563208270000003,1.7961121412,0.34603544490000004,1.6592065538,-0.1529088918,1770.3833333332998,12,9,2657.5,1.1399896270999998,-0.0380202088,1.8350538091,0.8789544226,0.2959266278
s295,2.038465676,-0.5291013659,0.0580237204,2.29495236,1.75,26.6111111111,19.6472985387,441.0,28.947368421100002,20.6437337391,533.0,-0.2947836693,-0.8032091961000001,3.0199718111,0.4975208911,1.4097894688,-0.2740309923,0.0002428695,0.0010363655,0.0425400391,3.1587228130000002,0.26978372570000003,1.5893561558000002,0.1666666667,0.33333333330000003,21.5,0.0833333333,1,-9.540979117999999e-18,-5.583333333300001,18.0833333333,0.0063829787,1,-0.005312056700000001,-3.0053191489,-0.38289805979999997,0.5911812006,6.3,6.3,,,,,0.19444444440000003,-1.3305495854,-0.9615154190999999,-0.7137922814000001,3.1108270299000003,2.5306030876,0.1492582317,2.2468512247,-0.4034552521,1.7743876103,115.0,7.6113128603,0.7339492028,0.37525354829999996,7,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,0.053929018700000005,0.06403124240000001,0.158113883,0.1851851852,0.22222222219999999,0.22222222219999999,0.11111111109999999,-1.1624845813,-0.25053428440000003,1.1624978471,0.3120289482,1.7447601723,-0.28110118700000003,,,,,,,-7.2746878854,8.3113311445,0.7323256851000001,4,0.5164966222,0.1572542663,1.8706166449,-0.4998193971,2.3605763366,0.4122487225,1.5535163125,-0.8291806187999999,0.3974683544,0.0470123823,-0.0019368295,2.5056222093,0.3525390036,0.1607386175,2.3992005999,0.3652647394,1.1926053235,-1.0469096758,393.0,5.4,5.5,373.1666666667,1.8002549324,0.3635763752,1.3909007871,-0.38615991479999995,285.3333333333,339.5,1.4575764938999998,0.233773465,1.8656645812000001,54.1666666667,0.1190533412,0.2510999085,1.7120100925,0.3953745209,1.5126844721,-0.3559029811,-0.13588400450000002,0.5822111340999999,0.0119424884,1.8232929698,-0.1187038046,2316.9444444444002,2,7,5464.8181818182,,,,0.5797782957000001,0.2376775708
s301,2.9941068064,-0.9529190220999999,0.2496819051,1.3313396703,1.55,39.277777777800004,10.2084483787,670.0,34.5294117647,6.325717815599999,552.0,-0.6467955825,-0.8453348195999999,3.816541369,0.4171520665,1.5288741588,-1.3900038247,0.0005010063,0.0005659256,0.0263623047,6.0594827197,0.19019624289999998,2.2180886803999997,0.33333333330000003,0.1666666667,6.916666666699999,0.25833333329999997,2,-0.003,-2.4166666667,5.958333333300001,0.2341206785,2,-0.0072377067000000015,-1.3093193043,0.14494053240000002,0.7693977723000001,6.9,4.4,2.4830277323,0.43389405119999996,1.3363482654,-0.4731702826,0.1388888889,-3.284804673,-1.2925688548,-0.7548590440999999,3.8104168489999997,3.3516683374,0.0779984811,2.2881949446000003,-1.1652624446,3.6348828618,176.0,10.925098710999999,0.9214174355,0.2565783653,8,0.7610870361000001,0.0016434695999999998,0.955078125,0.00169859,0.6666666667000001,0.0256124969,0.0256124969,0.0256124969,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,-1.4027257791,-0.1643947833,2.5121050143,0.43226063369999995,1.3627699375,-0.3871799813,285.1666666667,4.7212958536,0.3365276665,1.6902402922,-1.8316947684,-0.41761360840000006,1.6731860186,5.458524231799999,0.4410640869,12,1.5977420713,0.4743677632,1.3136030198,-0.5804604004,2.7918222804000004,0.4176455844,1.0834566925,-1.7352713354,0.46454767729999996,0.0642163667,0.0025467926,7.7260849818,0.5715725077,0.185194462,4.7697317118,0.3311774494,1.5546287988,-0.7249108712000001,295.0,4.8,5.1,309.5,3.0746730457,0.35027040119999997,1.210311438,-0.7264259331999999,198.6666666667,241.1666666667,3.5387601218,0.31741114649999996,1.7373751477000001,42.5,-0.4132491718,0.5397433189999999,3.7127729184,0.33131312490000003,1.6011420285,-1.2462451889,-0.115616427,3.6500412127999997,0.32977834429999997,1.7602114458000002,-0.1750293964,1623.05,-7,10,8099.375,0.7672111057000001,-0.1111050647,0.3259307535,0.2008657924,0.3937884332
s305,3.1287514629000004,-0.7017370451999999,0.25101568809999997,2.0554327056,2.55,39.1739130435,4.6773358181,865.0,29.95,8.1206364801,567.0,-0.41513080259999996,-0.8067066345,3.5523949458999997,0.3706345393,1.8391328415,-1.0229508434999999,0.0005026183,0.0008760986000000001,0.0378964844,3.7745917167000003,0.2469008893,1.3798011915000001,0.8333333333,0.1666666667,10.2083333333,0.0125,0,-0.006833333299999999,-0.375,1.9583333333,0.0095915464,0,-0.0007591952999999999,-0.0305832148,-0.05135693349999999,0.5803500044000001,7.3,8.4,2.2225220482,0.507407897,1.4807857924,-0.38065208289999997,0.5277777778,-1.004949522,-0.33578081049999997,-0.7548590440999999,3.8104168489999997,2.5204523314,0.07562197400000001,2.9589474283999997,-1.0041893256999999,2.9758557574,183.0,27.5716565685,0.9999591967,0.4292548038,9,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,0.0015811388,0.009797959,0.009797959,0.5185185185,0.6666666667000001,0.44444444439999997,0.44444444439999997,-1.295217144,-0.1941414785,2.0615000354,0.3570690118,2.2195764718,-0.348871307,361.8333333333,4.0805008815,0.2979586836,2.0987091078,-0.8273028087000001,-0.6956963496999999,,,0.4636853636,9,1.5632235855,0.4984831859,1.8588843912,-0.5586632816,2.9803715752999995,0.4471221144,1.3709765603,-2.0332884857,,,,,,,2.4697962425,0.35834517340000005,1.532567882,-0.3059071229,388.5,5.9,5.8,231.5,4.2611488517,0.4081070279,2.1490467222,-0.9912668601,234.8333333333,284.6666666667,3.399965315,0.3383220125,1.8417869027,49.8333333333,0.8282477934,0.3776471696,2.5955618388,0.326904688,1.946649519,-0.6969271245,-0.2609409788,2.0659196730000002,0.34552704430000003,1.5928698063,-0.2163520082,1609.4782369145998,20,6,2805.25,,,,0.8759710337000001,0.1889554095
s307,2.7169401131,-0.7187396107999999,0.1228085014,1.938471438,1.85,42.210526315799996,10.0806687794,772.0,34.4705882353,8.682724565600001,545.0,-0.44345374810000004,-1.0446869067,2.9996343652999995,0.3854107271,1.3595184759999999,-0.9415557765000001,0.0007851813,0.0116163025,0.04178125,7.1898925782,0.264825075,1.8481400312,0.5,0.33333333330000003,8.8333333333,0.075,3,-0.005,-2.8333333332999997,15.166666666700001,0.2498817967,3,-0.0099952719,-4.0141843972,-0.31893673899999997,1.0426564902,9.5,7.5,2.4454023049,0.40167203799999995,1.7133138148,-0.2990455366,0.4166666667,-2.0900285458,-0.40868558159999996,0.3298219498,4.6604910377,3.0620904944,0.060469249800000006,2.6041393589,-0.8893284576999999,4.1867508355,209.0,7.6113128603,0.7339492028,0.37525354829999996,7,0.7410460472,0.0010118983,0.9203369141,0.0021017292,0.7222222222,0.0250474647,0.009797959,0.06403124240000001,0.33333333330000003,0.33333333330000003,0.44444444439999997,0.22222222219999999,-0.9953273644,0.18865470899999998,2.2469270005,0.4058634742,1.6230159252,-0.2093861591,259.0,3.7903212806,0.27926334469999997,1.6232849538999998,-0.6324478788,-0.4706876239,,,0.5282006108,8,1.8267203412,0.410026986,1.5693859203,-0.4377005851,3.5890439856,0.42497397979999996,1.6013529547,-2.1623480236000003,0.4713216958,0.09464587199999999,-0.0012686792,6.1218551346000005,0.5794883998,0.2434442441,3.7430877391000004,0.3010996049,1.2396074147,-1.2015057815999999,265.0,5.2,4.9,218.3333333333,3.8822050391000005,0.2462124421,3.2408114758999997,-0.30650580850000003,246.0,233.3333333333,3.895148849,0.38877952759999995,1.6661734831,-12.666666666700001,0.4469855201,0.2095589947,2.9157463206000003,0.3379629353,1.8201300146,-1.3572154293,-0.2080944069,3.352669328,0.3510173395,1.7034778018,-0.224437547,2553.5833333333,-10,6,6618.541666666701,2.0608702885,-0.5686328802,0.6593774652000001,0.4038716572,0.5797582615
s313,3.2117029451,-1.1735198409,0.2070410896,2.3476589907,1.6,35.8,5.0,860.0,19.1,4.7672125807,361.0,-0.5724134295000001,-0.8169690664,3.6655758734,0.4099619234,1.9148982453999999,-1.6947772271000001,9.29833e-05,0.0005150375,0.0036953125,2.9301047705000003,0.3128456107,1.8762788678,0.5,0.33333333330000003,11.666666666700001,0.075,2,0.001,-3.6666666667,12.541666666700001,0.2801204819,2,0.0011325301,-2.6987951807,0.9642729731999999,0.0031661563,4.9,5.1,1.8397672288999998,0.5303856686999999,1.6262061628,-0.5425595443,0.6944444444,-1.1487848574,1.4624517077,0.1910395678,4.9380558016,3.3298782361000003,0.2929719954,2.4019209403,-0.4134816835,4.6313963585,138.0,97.3974493714,-7.5902519795000005,0.8996159383000001,6,0.7602663040000001,0.0017898468000000004,0.8416503906,0.0017969284,0.4722222222,0.0002011893,0.0002011893,0.0015811388,0.8888888889000001,1.0,1.0,0.6666666667000001,-1.0317352432,-0.2498691726,1.7692035108000002,0.4706931145,2.3715892545,-0.28185704629999997,403.1666666667,3.0567539995999997,0.3746707372,1.7879736881,-1.256439072,-0.6567829788,7.8689190962,-4.0937195727999995,0.755455313,11,1.5028301736,0.6126696237,1.5921519642000002,-0.26879668170000004,3.7663446464,0.4148605689,2.4406487538,-1.0804107083,0.382133995,0.0167718205,0.004052604699999999,1.0,0.0,0.1,3.0969846818,0.3867495987,1.2812151421,-0.8365412227,406.5,5.0,4.5,348.8333333333,2.2047966765,0.1295162018,2.7641705383999997,-0.7906022506,375.6666666667,390.1666666667,2.8898090067,0.4137675556,1.6126994987999999,14.5,0.024243145,-0.2499054412,2.8503994542,0.35409732790000004,2.6925034279,-0.7359020636,-0.22085341530000002,1.7864349637999999,0.2693685516,2.6164414823,-0.30255401239999996,1873.9866071429,31,6,2747.4166666667,-0.5483817712,-0.2449916153,-0.6100257399,0.8048773842,0.2268562068
s314,1.7216979806,-0.630315941,0.0267341393,1.9899224582,1.15,44.1176470588,14.713439234900001,705.0,27.2727272727,5.9215652546,575.0,-0.22826221010000003,-0.9050403554,3.8123093704000004,0.46939730659999995,2.112633522,-0.0761180986,0.004146996500000001,0.0001166983,0.0980712891,2.3530835685,0.2544493452,1.6302362352000002,0.33333333330000003,0.1666666667,14.583333333299999,-0.0416666667,0,0.0016666667,0.0,6.375,0.005932203400000001,2,-0.01125097,2.9753930977999996,0.11702101179999999,-0.0613236905,6.3,3.9,1.1425974939,0.3379950163,1.8776551035,-0.5787023509,0.5833333333,-1.8570002681,-0.6752308033000001,-0.4201855406,3.141069842,1.1742932211,0.0102168212,2.0500008732,-0.8903224109000001,3.6777149035,120.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.5851873397999999,0.0019741478,0.5823532104,0.0019965752,0.5555555556,0.06403124240000001,0.009797959,0.0256124969,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,-0.8352194528,-0.3882345506,1.386676861,0.5430040293,1.8830611995,-0.23317707969999998,,,,,,,,,0.5152832418000001,6,0.9303189766,0.4678650379,1.7621488459,-0.5105483046,2.8348003342,0.47086920109999997,1.6430569916,-1.784434355,0.31265508680000004,0.0238151985,0.0015699037,0.9522649298,0.3078015578,0.1775827163,3.3300293169,0.319410061,1.4654483102000002,-0.9269769995999999,380.5,6.0,6.3,,,,,,349.1666666667,471.5,2.6554710022,0.2309453432,2.0002608131999997,122.3333333333,0.2607295832,0.0412857739,2.4422313779,0.4005179269,1.8999395131,-1.3820124086,-0.0604223028,0.9698358487,0.2950979286,1.6879516386000002,-0.0651672356,1794.8590909091001,6,6,3021.8333333333003,,,,0.7258887961,0.43741217909999996
s326,2.2484552003,-0.6166447692,0.029236261000000006,3.3901462506,2.15,34.2608695652,4.191087853,753.0,32.7368421053,3.6338242063,587.0,-0.3251976729,-0.8987710235999999,3.0251417643000003,0.352337076,2.2826492823,-0.9020926464,0.0002675539,0.0122241211,0.037041015600000005,2.7508117048000003,0.3235809464,1.9234054086,0.8333333333,0.0,8.5,0.35000000000000003,2,-0.011333333300000002,-0.1666666667,6.166666666699999,0.2257326821,3,-0.012072824199999999,-1.8756660746,-0.17000263370000002,0.7465981916000001,6.9,6.2,1.9558227215,0.4000740878,2.2299118841,-0.4922673349,0.22222222219999999,-1.1221628453,-0.8712412076,-0.9342144304,3.4517060764,1.8382585625999999,0.0113046008,2.8170156801,-0.7122733402,3.5596877282,243.0,1.2928725743,0.514558072,0.043806033099999996,4,0.6009450912000001,0.0014539509,1.0,0.0015858775,0.5,0.0256124969,0.0256124969,0.06403124240000001,0.2962962963,0.33333333330000003,0.33333333330000003,0.22222222219999999,-0.9728161377,-0.2311474648,1.8644499482,0.4090095024,2.5080124875000003,-0.4708921885,,,,,,,-3.7211716929,7.408445974099999,0.5476535495,12,0.8763028212,0.628517921,2.2753936399,-0.2371425642,2.3328536499,0.4880526749,1.8361648245,-0.6433451506,0.5570652174,0.1101726953,-0.006367314399999999,6.491120834199999,0.8999001224000001,0.22053154239999997,0.9602468587999999,0.0751171907,1.9792123549,-0.2811681954,304.0,7.1,6.6,359.3333333333,2.2805340203,0.3935918534,1.6394656115000001,-0.8634063190000001,293.0,305.3333333333,2.4243069008,0.39140298219999997,1.7516455827,12.333333333299999,0.2593935476,0.2160107943,3.0515198061,0.334487745,2.7072435425,-1.1240613566,-0.1014544657,1.8356749228,0.025233038399999998,3.2093426081,-0.04876453,2276.1979166667,-2,6,4871.9090909091,1.5278667287,-0.4051362333,1.0207379394,0.460401486,0.4004562781
s328,1.9508468718,-0.3836238725,0.2418919993,2.5870973506,2.6,45.2173913043,6.119688953300001,990.0,32.0,10.4880884817,450.0,-0.587133557,-0.8169289465,2.9201746632999996,0.2956925495,1.5674576616,-0.7652850999999999,0.0057807099,0.0441157227,0.1328183594,3.2728685199000003,0.2355953432,1.6618085171,0.5,0.33333333330000003,13.875,0.1041666667,1,-0.0171666667,-0.7916666667000001,19.6666666667,0.0079196217,1,-0.0050165485,-3.4208037825,0.1073485774,0.8386280328,11.5,11.5,1.7244562650000002,0.35042926399999996,1.743769259,-0.3866260561,,-0.3715324849,0.2363645579,-0.3719338943,3.8121088774,2.3309285871000003,0.1448519527,2.6616312754,-1.2494826612,3.4664424285,279.0,10.925098710999999,0.9214174355,0.2565783653,8,0.9,0.0031285626000000003,1.0,0.0026114347,0.5,0.25,0.25,0.25,0.037037037,0.11111111109999999,0.0,0.0,-1.24237779,-0.6725348337999999,1.5211118106000001,0.3900867453,1.3938535374,-0.35806780880000005,270.8333333333,4.432598784800001,0.29090922880000003,1.8617341172,-1.2166544094,-0.458848002,-0.1492815015,5.3488885581,0.4412296886,9,1.5062361714,0.3589625209,2.1846470593,-0.0245098975,2.9705603214,0.3902892568,1.7343034321000002,-1.346495139,0.42857142859999997,0.0203194464,-0.00015863190000000002,12.5430586678,0.5293352429,0.12904584970000002,3.5984557763,0.2281234409,1.7968834826000002,-0.8185309973,273.5,6.1,6.7,329.8333333333,2.2427042838999998,0.3105238037,1.2776780768,-0.5893750604,237.6666666667,263.0,3.5733158305,0.3438190022,1.7836390400000002,25.3333333333,0.3668294595,0.4634434317,3.1027568860000003,0.37490851560000005,1.9219962383000002,-1.3752221666,-0.231443688,1.5606230315,0.30015719350000003,1.7670608291,-0.328630231,1564.4393939394001,20,7,1948.1666666667002,-0.29262084110000003,-0.2878890201,-0.8338214048999999,0.8702555623,0.47843884979999995
