,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load.logTr,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation.logTr,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh.logTr,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision.logTr,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity.ReflogTr,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity.logTr,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift.logTr,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh.logTr,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision.ReflogTr,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision.ReflogTr,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision.ReflogTr,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision.ReflogTr,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt.logTr,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT.logTr,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.SSRT_low.logTr,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh.logTr,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time.logTr,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability.logTr
s284,2.3669283632,-0.4697247765,0.271857866,2.0349280638,0.9555114450274363,38.1904761905,7.474082202,22.6111111111,1.5731044285242015,-0.6234812544,-0.7929680084,4.1746297253,0.26570191590000003,0.9365719665411214,-1.9164444945999999,-9.304447775406102,-7.969246364619039,-7.409507523961811,3.7879957024,-1.2361349696115813,1.7143691471,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1.0,0.00829880278163721,-4.125,20.5833333333,0.240434568332727,1.0,-0.0024137931,-4.8435960591,0.40997703842467537,0.71629699100875,6.6,6.9,3.0254092455,0.4727522456,2.3854557251,-0.3048571953,0.7222222222,-2.3295866775,1.1360679751,0.0,5.3201349372,1.691718887851833,0.1548778404,1.207650829421364,-1.0385004382,3.3813588491,230.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,-7.365900695568905,-1.3053689400000001,-0.0710991607,1.8537379321,0.12451932392347488,1.481570211,-0.318828532,341.31166666667815,3.934064359731,0.09848762374576282,1.7383462769900007,-1.2047324933979993,-0.4135508973690001,-19.4668082309,0.7064388444,16.0,1.7540230689,0.5839610578000001,1.7787795896,-0.42732555990000004,4.3090409841,0.06950969040637693,1.6507410676,-1.7661040831,0.5541871921,0.051688362200000004,-0.0029915075,2.025503223641459,0.44012530823287976,0.1726960261,3.5714186310000002,0.07112570976947274,1.5634995301,-0.5347700481000001,5.776103136235827,7.2,5.7,5.676182863057683,4.7671992631,0.36316612130000003,0.782795505498483,-1.3760920185,297.8333333333,5.717027701406222,3.2971541901,0.38908196840000003,0.33826804897026547,4.763597422582895,-0.7788709886,-0.3575548535,3.7804848264,0.38449091350000003,1.2777875074555012,-1.0854276911,-0.1785536117,1.5156161152,0.4225079432,1.8090268192,-0.4042145238,7.300489090086191,15.0,8.0,3100.6666666667,1.6787082427,-0.6699615516,0.5557892182,0.8471010189,-1.6600796007419583
s285,2.1015429999,-0.8062880207,0.1523987926,2.3087110861,0.371563556432483,21.875,6.0455697038,13.9583333333,1.529818669498381,-0.5061526836,-0.8984361953000001,4.4526128192,0.5054479979000001,0.8738073167086441,-0.3693705699,-5.7059037229133,0.9749081936236161,-2.632786019651853,3.272246566,-1.0999228920336237,1.5697595214,0.5,0.33333333330000003,4.2083333333,0.0125,1.0,0.00829880278163721,-1.875,4.7083333333,0.2800050250895986,3.0,-0.0063488372000000005,-2.0125581395,0.14652127401353338,0.44704975880425163,6.7,4.8,1.1458753635,0.4714841959,2.0065729117,-0.6648047101,0.36638888888700016,-2.4835793141,-1.8485839334,-0.8864604548,3.5472140276,0.9284921853849958,0.2475246245,0.6324924585280035,-0.2927955376,3.3208469219,128.0,3.6999383989626087,2.3226141774899953,0.8535643773,6.0,0.860736084,0.00176516,0.9984375,0.0016453483000000001,0.4444444444,-2.067339257049917,-0.987649879909,-0.151800493386,1.662985185884,0.17139174850665687,1.9621635873250005,-0.32370205801300017,378.1666666667,3.3527508769,0.1041763019634902,1.8160795514,-2.2188423017,-0.3403222474,10.9660062986,0.7289525998,5.0,1.1549908529,0.6017881971,2.4512708528,-0.3707046526,2.8435446876,0.08585623191638214,2.3048650242,-0.6451651147,0.3979591837,0.09568228940000001,-0.0029173215000000002,2.2157138138411647,0.30843944442241705,0.1838174012,2.8263399813000003,0.10829620493221057,1.8006496926,-0.6692221422,5.909440711629391,6.0,5.2,5.538645742616216,2.4490875144,0.3755487665,0.696023857454566,-0.2606229566,343.0,6.054048033409671,1.5140834935,0.3805064569,0.6217861701190845,5.266998683290438,-0.3246242332,-0.1177740347,2.4110905747,0.3612316999570001,0.7632023355372817,-1.0699150912,-0.1068174568,1.0060480516,0.208614343,1.9066660036,-0.3545944784,8.166860000746082,4.0,8.0,3634.0,-0.5373079103,0.36300564080000003,-0.4784486953,0.1785826093,-1.1383207387216976
s286,3.1910448071,-1.2021737848,0.16305541540000001,2.6330907986,0.5306282510621705,28.88732675077099,9.532947234894003,20.673242902799995,1.9731706108771006,-0.5590756582,-0.6728705139000001,3.6364947269,0.458891317,0.8398888191725866,-0.5323742978,-8.219096910570599,-9.985728507920038,-4.3936564961092595,2.2512256028,-1.1062193414670256,1.4766506102,0.5,0.1666666667,9.2916666667,0.0625,1.0,0.0033277900594519305,-4.0416666667,5.375,0.2659829075049607,2.0,0.0015536067000000001,-2.0833150625,0.4193281191875116,0.3382575146350796,7.9,6.7,1.0199029117,0.1667816368,2.5205263267999998,-0.564610658,0.30555555560000003,-1.1360576047,0.3697292827,0.4902031417,4.3397286539,0.44539048773339185,0.1987374509,0.827149765718328,-1.2890129854999999,3.38738178,112.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.7183218002,0.0018236276,0.8291753769,0.0018624389,0.4166666667,-5.553730190361736,-1.4179021551,-0.45427413250000004,1.6958347828,0.2038665760438333,1.7852297926,-0.3159075557,313.3333333333,1.6111761794000001,0.0926449426328693,2.6450102387000003,-0.7031333537000001,-0.0342317887,5.564558287059999,0.5635854124,3.0,1.09327268,0.7558035,1.6905292353,-0.1465627995,2.3001981321000002,0.036435538923116906,1.6224035017,-1.1386675651,0.37064676620000003,0.044950336800000004,-0.0036616194,1.7507686874768675,0.692344970975862,0.1,2.1482444712,0.11866409478755055,1.7508628110000002,-0.2615001913,5.905361848054571,5.1,4.6,5.663539016455351,1.9827600245,0.47014372270000004,0.486958257474703,-0.571645566,280.1666666667,5.651904213887419,1.7676175591,0.4030214425,0.4662470565285122,4.750712491279038,-0.1518947195,0.4403907434,2.2851319989,0.3964911078,0.6172792692676271,-1.2614266517,-0.1180401636,0.4972338428,0.0991655575,1.7121424224,0.023189967000000002,8.031856610972929,3.0,6.0,3319.5833333333,-0.63554111,-0.38428441620000003,-0.8070364137,0.7316597906000001,-1.4699308429710658
s291,1.7736662451,-0.4966944753,0.0218099785,2.1204514679,0.5306282510621705,34.5454545455,5.5439995252,26.0,1.8470369983276034,-0.19638282170000002,-0.8346327072,1.8371017697,0.2417213977,0.781756266282967,-0.3580920286,-11.16996716554808,-5.624271382111104,-5.65081578717219,2.6231099946,-1.0628068170687706,1.9254348476,0.6666666667000001,0.0,11.7916666667,0.1958333333,2.0,0.007667132159419143,-0.2916666667,10.7083333333,0.11985730935135425,1.0,-0.0009933222000000001,-1.3522537563,0.5883538587395004,0.2707744812407096,10.0,9.1,0.7221815378,0.1866944134,2.3346676119,-0.3946179796,0.446944444445,-0.43030366210000004,-1.4661772405,-1.2882078674,2.7437192025,0.3643864044603849,0.11117697280000001,0.9220946998194111,-0.9630841912,3.0580660263,198.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7657501221,0.0021077299,0.84140625,0.0017344138,0.5555555556,-2.92008656560793,-0.9580662583,-0.0122541084,1.4602890808,0.14664328484033023,1.9505147109,-0.20030277500000002,355.3666666666751,3.2033453605420004,0.09287133448268177,1.8189884800220002,-0.7368378331069999,-0.3147461587670001,7.248541668659998,0.43190622240000004,9.0,0.9025471243000001,0.7594270468000001,1.9748446534,-0.1713274774,2.3088417247,0.15285436860738127,1.8586586892999999,-1.3006410728,0.45363408520000004,0.0646258614,0.0038451333000000002,2.011582066808,0.2554973907489634,0.3121754608,1.8429410095,0.09957078207990076,1.8078159831,-0.4646945592,5.986452005284438,5.5,5.8,5.988543618680235,1.7956126928,0.3717214802,0.2598264199394926,-0.3539889379,300.8333333333,5.674468086987312,2.3559772286,0.3610586434,0.3284033500362558,4.620058798481842,-0.1118613566,0.178089573,2.2983851998000002,0.4128257698,0.5152260242867718,-0.6880892089,-0.1283934843,1.3399177197,0.17774083670000002,2.1733915125,-0.153259789,7.723964131245417,0.0,7.0,5296.5,-0.288653756907,-0.05471978825999997,-0.4734689270440003,0.7413259635,-0.9612864474401439
s294,3.0435554336,-0.6661178113,0.2523784315,1.6720414082000001,0.8754687373538999,20.7692307692,2.2504700364,19.1304347826,1.6927517800867624,-0.5306715089,-0.8537944132,3.7114917847999997,0.3277418267,0.42896212645561543,-1.4137656657,-5.1921992219635,-4.612604371192342,-2.7706375023081296,3.3208191666999998,-1.2715928624810335,1.2899056642,0.33333333330000003,0.5,11.375,0.0291666667,2.0,0.009620243410004801,-2.7083333333,8.1666666667,0.1787824670137954,2.0,-0.0074447215,-2.2443890274,0.27188869603218613,0.6783457898840112,7.7,7.2,3.2045961291,0.3933216177,1.9100674899,-0.30532299420000003,0.1944444444,-0.9479972455000001,-0.1055106412,0.0,5.3201349372,1.5363627467613343,0.21995516480000002,0.9750634013532206,-1.070541321,3.8243251091,204.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.6834051132,0.0010698211000000001,0.8033329010000001,0.0013413533,0.5,-2.748384152235016,-1.4404270566,0.1051229026,2.2343882508,0.26128169308310334,1.9374083357,-0.3064067167,447.5,2.9690228882,0.1413107411495019,1.5059552995,-1.2093082628,-0.4223044562,0.5718552622649998,0.549861669,16.0,2.7926401575,0.426574226,1.7281893297000002,-0.4039582592,4.8993235323,0.16522535771470492,2.0578838116,-2.4958778768,0.5356265356000001,0.12796347730000002,0.0011973482,1.9133516736104064,0.4816828002510977,0.2081279331,3.675061754,0.12135791344850659,1.4541092075,-0.5560540525000001,5.750984076140496,6.9,6.3,5.914853444736141,3.016611197,0.3035831167,0.25117657749103356,-0.8373594514,231.1666666667,5.627021413522619,2.678809641,0.3317366846,0.3557259789238281,5.060483099824035,0.6014579333,0.3556386908,3.0696375411,0.3011490927,0.7762500539618558,-1.2497010001,-0.30563208270000003,1.7961121412,0.3460354449,1.6592065538,-0.1529088918,7.478951374624125,12.0,9.0,2657.5,1.1399896271,-0.038020208800000004,1.8350538091000002,0.8789544226,-1.2176437344392212
s295,2.038465676,-0.5291013659,0.0580237204,2.29495236,0.5596157879354227,26.6111111111,19.6472985387,28.9473684211,3.074715977870594,-0.2947836693,-0.8032091961000001,3.0199718111,0.49752089110000003,0.3434403803339936,-0.2740309923,-8.322986295916802,-6.8720353981360605,-3.1573095500755364,3.158722813,-1.3101346568943655,1.5893561558,0.1666666667,0.33333333330000003,21.5,0.0833333333,1.0,0.004489905272852001,-5.5833333333,18.0833333333,0.171161371783977,1.0,-0.005312056700000001,-3.0053191489,0.13492333735731205,0.5328631053844403,6.3,6.3,1.394512059745,0.4237315229129998,1.8191446735319985,-0.5167998882029999,0.1944444444,-1.3305495854,-0.9615154191,-0.7137922814000001,3.1108270299,0.9284576488781856,0.1492582317,0.809529780374767,-0.4034552521,1.7743876103,115.0,4.508506592354411,0.473950802024535,0.3752535483,7.0,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,-2.92008656560793,-1.1624845813,-0.25053428440000003,1.1624978471,0.2839444815027043,1.7447601723,-0.28110118700000003,358.7633333333381,3.266244145444999,0.0993737179309455,1.895108159097999,-0.9510217541649998,-0.3029665268580001,-7.2746878854,0.7323256851000001,4.0,0.5164966222,0.1572542663,1.8706166449000001,-0.4998193971,2.3605763366,0.13106098134481814,1.5535163125,-0.8291806188,0.3974683544,0.0470123823,-0.0019368295,0.9185370906400058,0.4982613552360851,0.16073861750000001,2.3992005999,0.03897510087767113,1.1926053235,-1.0469096758,5.973809611869261,5.4,5.5,5.922025147370789,1.8002549324000001,0.3635763752,0.3299515855233749,-0.3861599148,285.3333333333,5.827473946998751,1.4575764939,0.233773465,0.6236173334273739,5.1069550651021345,0.11905334120000001,0.2510999085,1.7120100925,0.3953745209,0.413885868510524,-0.3559029811,-0.13588400450000002,0.5822111341,0.263451763493,1.8232929698,-0.1187038046,7.748004546779528,2.0,7.0,5464.8181818182,-0.48565931016900005,0.08027358565000002,-0.3995627553470002,0.5797782957000001,-1.436840268344504
s301,2.9941068064,-0.9529190221,0.24968190510000002,1.3313396703,0.4382549309311553,39.2777777778,10.2084483787,34.5294117647,1.9913911454056592,-0.6467955825,-0.8453348196,3.8165413690000003,0.41715206650000003,0.42453162061675204,-1.3900038247,-7.598891882108172,-7.477047937164488,-3.635820141455041,6.0594827197,-1.6596988824834038,2.2180886804,0.33333333330000003,0.1666666667,6.9166666667,0.2583333333,2.0,0.007472014838700836,-2.4166666667,5.9583333333,0.34671950386531225,2.0,-0.007237706700000001,-1.3093193043,0.5141925313859237,0.42237920762185305,6.9,4.4,2.4830277323,0.4338940512,1.3363482654,-0.4731702826,0.1388888889,-3.284804673,-1.2925688548,-0.7548590441,3.810416849,1.2094582330347503,0.0779984811,0.8277632729474175,-1.1652624446,3.6348828618,176.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.7610870361000001,0.0016434696,0.9550781250000001,0.00169859,0.6666666667000001,-3.664674886451777,-1.4027257791,-0.1643947833,2.5121050143,0.1890716359136602,1.3627699375,-0.38717998130000003,285.1666666667,4.7212958536,0.08056499814842544,1.6902402922,-1.8316947684,-0.4176136084,1.6731860186,0.44106408690000004,12.0,1.5977420713,0.4743677632,1.3136030198,-0.5804604004,2.7918222804,0.12631580629406516,1.0834566925,-1.7352713354,0.4645476773,0.0642163667,0.0025467926,2.044602263639977,0.35545079652593303,0.185194462,4.7697317118,0.07123345180446111,1.5546287988,-0.7249108712,5.68697535633982,4.8,5.1,5.734958092124651,3.0746730457,0.3502704012,0.19087771326721542,-0.7264259332,198.6666666667,5.485488257403567,3.5387601218,0.3174111465,0.5523754384360917,5.033700567027251,-0.41324917180000004,0.539743319,3.7127729184,0.33131312490000003,0.47071714244713875,-1.2462451889000001,-0.11561642700000001,3.6500412128,0.3297783443,1.7602114458,-0.1750293964,7.392062374187319,-7.0,10.0,8099.375,0.7672111057000001,-0.1111050647,0.3259307535,0.20086579240000002,-0.9319414854786734
s305,3.1287514629,-0.7017370452,0.2510156881,2.0554327056,0.9360933591703348,39.1739130435,4.6773358180999995,29.95,2.210539591135716,-0.4151308026,-0.8067066345,3.5523949459,0.3706345393,0.6092941787392477,-1.0229508435,-7.59567952285309,-7.040031916284329,-3.2728969310906804,3.7745917167,-1.3987682807743873,1.3798011915,0.8333333333,0.1666666667,10.2083333333,0.0125,0.0,0.011269592225270885,-0.375,1.9583333333000001,0.17386153677821492,0.0,-0.0007591953,-0.0305832148,0.38932906680651375,0.539200053322786,7.3,8.4,2.2225220482,0.507407897,1.4807857924,-0.3806520829,0.5277777778,-1.004949522,-0.3357808105,-0.7548590441,3.810416849,0.9244383820030486,0.07562197400000001,1.0848336065823116,-1.0041893257,2.9758557574,183.0,4.2602232394823805,0.29290687171049723,0.42925480380000003,9.0,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,-6.449609932071972,-1.295217144,-0.19414147850000002,2.0615000354,0.24944978159619613,2.2195764718,-0.348871307,361.8333333333,4.0805008815,0.11553008072494254,2.0987091078,-0.8273028087000001,-0.6956963497,2.517310228714001,0.4636853636,9.0,1.5632235855,0.4984831859,1.8588843912000002,-0.5586632816,2.9803715753,0.09999365727258713,1.3709765603,-2.0332884857,0.4892143811800002,0.053985615448,-0.00011558632500000003,1.9563430533802424,0.386488264177961,0.20703065176,2.4697962425,0.045608116917975706,1.532567882,-0.3059071229,5.962293169807702,5.9,5.8,5.444579873526289,4.2611488517,0.40810702790000003,0.7650243587921115,-0.9912668601000001,234.8333333333,5.651318905120577,3.399965315,0.3383220125,0.6107362431385704,5.080368632110724,0.8282477934,0.3776471696,2.5955618388,0.326904688,0.6661096994003523,-0.6969271245,-0.2609409788,2.065919673,0.34552704430000003,1.5928698063,-0.2163520082,7.383665329003828,20.0,6.0,2805.25,-0.1276705730680001,-0.02483784318799998,-0.019841848064000002,0.8759710337000001,-1.6662442203294467
s307,2.7169401131,-0.7187396108,0.1228085014,1.938471438,0.6151856390902335,42.2105263158,10.0806687794,34.4705882353,2.270343325073527,-0.4434537481,-1.0446869067,2.9996343653,0.3854107271,0.3071305752885892,-0.9415557765,-7.1495959114339485,-4.4553457795721085,-3.1753076046799205,7.1898925782,-1.3286857652937265,1.8481400312,0.5,0.33333333330000003,8.8333333333,0.075,3.0,0.009455158770754977,-2.8333333333,15.1666666667,0.35780104367036125,3.0,-0.0099952719,-4.0141843972,0.18930574819964915,0.22500438792334307,9.5,7.5,2.4454023049,0.401672038,1.7133138148,-0.2990455366,0.4166666667,-2.0900285458,-0.4086855816,0.3298219498,4.6604910377,1.119097850815763,0.0604692498,0.9571022401570297,-0.8893284577,4.1867508355,209.0,4.508506592354411,0.473950802024535,0.3752535483,7.0,0.7410460472,0.0010118983000000001,0.9203369141000001,0.0021017292,0.7222222222,-3.6869826661541367,-0.9953273644,0.188654709,2.2469270005,0.2106860006040845,1.6230159252,-0.2093861591,259.0,3.7903212806,0.13204845902180423,1.6232849539,-0.6324478788,-0.4706876239,3.770850300885999,0.5282006108,8.0,1.8267203412000002,0.41002698600000004,1.5693859203,-0.43770058510000004,3.5890439856,0.11983607597056949,1.6013529547,-2.1623480236,0.4713216958,0.094645872,-0.0012686792,1.811865177159286,0.34988743792849936,0.2434442441,3.7430877391,0.09885817739222535,1.2396074147,-1.2015057816,5.579729825986222,5.2,4.9,5.38602294696699,3.8822050391,0.2462124421,1.1758237539701804,-0.30650580850000003,246.0,5.452468046375152,3.895148849,0.3887795276,0.5105296698359465,4.588363067671371,0.44698552010000003,0.2095589947,2.9157463206000003,0.3379629353,0.5989079351306387,-1.3572154293,-0.2080944069,3.352669328,0.3510173395,1.7034778018,-0.22443754700000002,7.845252880500677,-10.0,6.0,6618.5416666667,2.0608702885,-0.5686328802,0.6593774652000001,0.4038716572,-0.5451440528402228
s313,3.2117029451,-1.1735198409,0.2070410896,2.3476589907,0.47000362924573563,35.8,5.0,19.1,1.7521888755283799,-0.5724134295000001,-0.8169690664,3.6655758734,0.40996192340000004,0.6496644856595077,-1.6947772271,-9.283090650828095,-7.571270844417479,-5.600690154409821,2.9301047705,-1.1620454666825346,1.8762788678,0.5,0.33333333330000003,11.6666666667,0.075,2.0,0.003493889254255838,-3.6666666667000003,12.5416666667,0.37872388330733825,2.0,0.0011325301000000001,-2.6987951807,0.9129331324405197,0.8293456269575739,4.9,5.1,1.8397672289,0.5303856687,1.6262061628,-0.5425595443,0.6944444444,-1.1487848574,1.4624517077,0.1910395678,4.9380558016,1.2029357375880738,0.2929719954,0.8762688090028716,-0.41348168350000003,4.6313963585,138.0,4.024966995051329,2.2956137635759526,0.8996159383000001,6.0,0.7602663040000001,0.0017898468000000002,0.8416503906,0.0017969284,0.47222222220000004,-8.511264302067358,-1.0317352432,-0.24986917260000002,1.7692035108000002,0.15674304294850308,2.3715892545,-0.2818570463,403.1666666667,3.0567539996,0.04474028408362943,1.7879736881000001,-1.256439072,-0.6567829788,7.8689190962,0.755455313,11.0,1.5028301736,0.6126696237,1.5921519642000002,-0.2687966817,3.7663446464,0.12876733457456957,2.4406487538,-1.0804107083,0.382133995,0.0167718205,0.0040526047,1.792868673914392,0.692344970975862,0.1,3.0969846818,0.018095028315804618,1.2812151421,-0.8365412227,6.007583928987866,5.0,4.5,5.854594253217849,2.2047966765,0.34260665482200026,1.0167406038573479,-0.7906022506,375.6666666667,5.966573998262941,2.8898090067,0.4137675556,0.47790948222112606,4.832305758571839,0.024243145,-0.24990544120000002,2.8503994542,0.35409732790000004,0.9904714031766584,-0.7359020636,-0.2208534153,1.7864349638,0.2693685516,2.6164414823,-0.3025540124,7.535823316104153,31.0,6.0,2747.4166666667,-0.5483817712,-0.24499161530000002,-0.6100257399,0.8048773842,-1.4834389124353555
s314,1.7216979806000001,-0.630315941,0.0267341393,1.9899224582000001,0.13976194237515863,44.1176470588,14.713439234900001,27.2727272727,1.9346419369131016,-0.2282622101,-0.9050403554,3.8123093704,0.4693973066,0.7479352839322703,-0.0761180986,-5.485370941701851,-9.055918586044363,-2.322060624971732,2.3530835685,-1.3686534993442006,1.6302362352,0.33333333330000003,0.1666666667,14.5833333333,-0.0416666667,0.0,0.0028293269769204487,0.0,6.375,0.17078143777449237,2.0,-0.01125097,2.9753930978,0.4973561864714643,0.8570961536577844,6.3,3.9,1.1425974939,0.3379950163,1.8776551035,-0.5787023509,0.5833333333,-1.8570002681000002,-0.6752308033000001,-0.4201855406,3.141069842,0.16066645265657592,0.0102168212,0.7178402191014457,-0.8903224109000001,3.6777149035,120.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.5851873398,0.0019741478,0.5823532104,0.0019965752,0.5555555556,-2.748384152235016,-0.8352194528,-0.3882345506,1.386676861,0.0929292559259529,1.8830611995000002,-0.2331770797,345.645,3.0954573740509983,0.10472321523425832,1.8049593268200004,-0.8486616592309995,-0.27973989276700006,3.5181722141450025,0.5152832418000001,6.0,0.9303189766000001,0.4678650379,1.7621488459,-0.5105483046,2.8348003342,0.07827205323594337,1.6430569916,-1.7844343550000001,0.31265508680000004,0.023815198500000002,0.0015699037000000001,1.8925743813840217,0.5250803406514496,0.1775827163,3.3300293169,0.0821321598625429,1.4654483102,-0.9269769996,5.941486177301741,6.0,6.3,5.809291717230002,2.4063742318439996,0.34277974025700003,0.48467422703356017,-0.7126956964969999,349.1666666667,6.155919102073512,2.6554710022,0.23094534320000001,0.6932775786577439,5.452468046375152,0.2607295832,0.0412857739,2.4422313779,0.4005179269,0.6418220504551174,-1.3820124086,-0.0604223028,0.9698358487000001,0.2950979286,1.6879516386,-0.0651672356,7.492681796954728,6.0,6.0,3021.8333333333,-0.39614825342200016,0.08165067136100003,-0.3630961393480001,0.7258887961,-0.8268793268198449
