,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load.logTr,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation.logTr,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh.logTr,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision.logTr,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity.ReflogTr,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity.logTr,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift.logTr,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh.logTr,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision.ReflogTr,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision.ReflogTr,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision.ReflogTr,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision.ReflogTr,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt.logTr,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT.logTr,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.SSRT_low.logTr,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh.logTr,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time.logTr,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability.logTr
s005,3.2837474204,-0.8537654482,0.2283049764,1.5680001768,0.6418538861723947,23.2692307692,3.9855508257,22.2222222222,1.4057277578323766,-0.5086195367,-0.8904117405,3.786356493,0.39909684830000003,0.49662386393683366,-0.627811199,-6.889958583791833,-6.342435901765761,-4.834804481681874,4.6389191774,-1.2105471675028017,1.2746733102,1.0,0.0,16.0833333333,0.2916666667,3.0,0.009700844172368269,-2.6666666667000003,16.9583333333,0.2660424685179868,3.0,-0.0172555431,-2.8244120941,0.6242329070198086,0.2521659011083422,9.1,7.1,3.4063471371,0.4597288054,1.846392618,-0.1906819427,0.33333333330000003,-0.9907428203,1.2348603267,0.33223158610000003,4.6556717651,1.1526840297702763,0.2273443763,0.4981064942729362,-0.7717910818,3.4406522452,143.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.7236789465,0.0009836497,0.9180419922,0.0013364966000000002,0.5833333333,-6.449609932071972,-1.0826698922,-0.1334917726,2.4871796374,0.11456583980497732,2.7949007435,-0.24593482930000002,308.8333333333,4.6784807121,0.14431318738159765,1.7175983988999999,-1.9214593839,-0.4890973783,26.1234717334,0.6566922334,15.0,1.8485435311,0.4145062259,2.2247064488,-0.3455467157,3.9832397001,0.12113986940259182,2.5987805842,-1.8909533164,0.5597014925,0.057892993000000004,0.0022924945,2.064160943105204,0.14336608148200694,0.21802374030000002,4.9890036067,0.07972440120402231,1.7414290467,-0.7824863206,5.616771097666572,6.7,6.1,5.90081017883976,3.5532336161,0.37841452270000003,0.24294400049037027,-1.089776138,242.0,5.4903141888652724,3.741394952764001,0.3551413895,0.711545576698609,4.7125287043082915,-0.2473231371,0.7535732708,4.0003489512,0.2785793211,0.9676495156472289,-1.0231813015,-0.2517888996,2.9975439839,0.331604069,2.179563587,-0.2095964526,7.598157027623759,4.0,10.0,3262.0833333333,-0.16567824180000001,-0.0084840798,-0.2238329067,0.2725698113,-1.0807976873631937
s007,2.4502567309,-0.6914720835,0.2709171752,1.8010671576,0.6678293725756556,30.8636363636,4.1437900129,35.9523809524,2.4216028170333708,-0.3406964596,-0.8780237595,4.3671315529,0.3923111938,0.957796663694365,-1.0031884301,-5.128688201789822,-4.744922062913907,-4.3499679229184345,2.317799705,-1.144632723257254,1.5419410136,0.5,0.1666666667,15.9166666667,-0.0083333333,1.0,0.0031616633708067446,2.5,16.75,0.2854039183532086,1.0,-0.0016666667,-0.4166666667,0.5417826929086144,0.3982632355015979,8.1,4.3,1.4558278507799998,0.44011267952800004,1.8968479274679995,-0.46395026474199985,0.0833333333,-1.6362812322059996,-0.558827529697,-0.3378487749530001,3.3216297766850005,0.6836957173742627,0.15475452368199996,0.7594088647554412,-1.0816155204,3.2951286846,195.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.6941823959,0.00130253,0.8349777222,0.0010820387,0.6111111111,-2.748384152235016,-1.238589701,-0.4587290768,1.4724337534,0.18419526280996384,1.7311307225,-0.40906876400000003,352.833333333335,3.0669195292179996,0.09436136771085955,1.8047786636420005,-0.9386008074859994,-0.30225374044300013,6.262837002668996,0.538500946,11.0,1.3399883312009997,0.5707399055189999,1.9516457660140005,-0.321436502548,3.4621582135,0.0672537413698094,2.7176839572000002,-1.4701667492000001,0.442408377,0.0257691031,-0.0002524327,2.8012651521257013,0.4514626415912083,0.0468729827,3.6431490101,0.07959516526444779,2.0922151842,-0.3874807921,5.982676041074902,5.5,4.4,5.9943769685551,1.6364584939,0.41274393140000004,0.5512134264129954,-0.6001813094,356.5,5.877268819361534,1.5329597567,0.4422968652,0.2883381114611238,4.7125287043082915,0.3239999631,0.1993787351,1.9733429934000002,0.37813499568400005,0.5554194593083298,-0.5037490873,-0.1932478604,0.8124377846,0.1420873885,2.1142168585,-0.4226452972,7.659402473034627,3.0,8.0,5704.1666666667,-0.5122438109359998,-0.018018909776000007,-0.43123638922899976,0.445484729,-0.8912410442621699
s009,2.5666036897,-0.4841743747,0.1050545844,2.3484135537,0.9360933591703348,48.1818181818,4.0898988652,30.5555555556,0.8851825623127108,-0.6382602325,-0.8510818434,4.2144465366,0.31180461130000003,0.40588064042931665,-1.60288727,-8.708832625104534,-7.178001968294995,-4.427579853807159,5.1982007392,-1.4741130187819866,1.6340095496,0.6666666667000001,0.1666666667,7.2916666667,0.2041666667,3.0,0.011102725190663344,-3.7916666667000003,7.0833333333,0.31921835530076226,2.0,-0.0068525142719999994,-3.9424749164,0.4045331923428591,0.6391309273352209,7.7,4.9,1.9084936192000002,0.36644690150000003,1.4326998607,-0.5469223769,0.8611111111,-0.9663257074,0.6847205478,0.0,5.3201349372,1.0146417990540237,0.1868915075,0.5201109634229025,-0.5402436899,4.8849203713,266.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.6760320663,0.0023875259,0.8853013992000001,0.0027768546000000002,0.5833333333,-5.553730190361736,-1.0214622003,0.021803252800000002,2.1237513841,0.28447714640850985,2.1519360542,-0.2729737608,204.1666666667,3.6420485245,0.09713682138741392,1.5176824141,-1.7984716485,-0.6322567262000001,-0.7816201197,0.4760700667,13.0,1.0656772425,0.5184067574,2.0830929085,-0.5546176003000001,3.2239128079,0.20594632122598983,1.6147919222,-1.3085563021,0.6185819071,0.0942853347,0.0018678579,1.7468083517919974,0.3232066560907221,0.2653450865,3.3058898983000002,0.164808534640312,1.4945515578,-0.371527663,5.539300835990577,6.2,5.3,5.546478680837405,4.1425909336,0.2386994294,0.43090153570686957,-0.8699895991000001,160.3333333333,5.445299556896826,3.8914437238,0.2576101319,1.0741135202220813,5.205836513753689,-0.0184631469,0.4898891265,3.199795246,0.3394700422,0.5169387859760474,-1.7170286278,-0.24551307360000002,1.5992058079,0.2984885281,1.8644058996,-0.5351743014,7.124344061325646,6.0,10.0,5413.0833333333,1.3077408289,-0.5791927331,0.30202277320000004,0.1314693092,-1.6915114826636901
s011,2.4738612336,-0.39423369220000004,0.1307499574,2.0349650695,1.0986122886681098,24.3043478261,3.6110283427,15.7692307692,0.8731722148636166,-0.26263604620000003,-0.781732117,3.0155663773,0.3567894123,0.4886914720426666,-0.7550349616,-10.3341074050011,-8.134286283710965,-2.6093676953500724,3.9600753571,-1.3804532107032856,1.5842890303,0.33333333330000003,0.33333333330000003,10.4583333333,0.0208333333,1.0,0.00829880278163721,-2.2916666667,10.4166666667,0.36225478887907975,3.0,-0.0083308271,-2.9235588972,0.2702787943996957,0.665027004222236,9.3,9.0,1.6324318457,0.48268848200000003,2.350641519,-0.5194999241,0.4166666667,-1.1633428332,0.2717350094,0.0,5.3201349372,1.0331280980193769,0.1002558899,1.0336101720867747,-1.0170844173,3.9312389163,290.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7266063690000001,0.0013082775,0.9,0.0019703727,0.75,-1.3862943611198906,-1.0452705247,-0.0445178061,2.3889951508,0.22535602917902509,1.7362876078,-0.3128421064,244.1666666667,3.870415304,0.12368843313321858,1.1305119497,-1.431492947,-0.5662658678,-13.7549484408,0.3168698411,10.0,1.8586955021,0.6125105162000001,1.8915919683,-0.2111991652,3.3106993227,0.11215588829579275,1.2251235244,-1.9802734658,0.5147783251,0.0545601618,7.56313e-05,2.244861047113275,0.38226269699082355,0.2306625733,4.0127440203,0.09266660254011291,1.3407660899,-1.3379029325,5.958424693029782,6.3,7.9,5.709322655031927,2.7311624919,0.3334660512,-0.1235980890167416,-0.7520540757,255.0,5.468763128861938,3.7053754359,0.3067738815,0.19086401397210118,4.534390003927402,0.1594146811,0.0129580123,2.604519934,0.3472340275,0.4936440764920388,-1.0539267969,-0.1292328446,3.2564748401,0.3426986084,1.3600317347,-0.3162419012,7.430316767299717,19.0,4.0,2352.0,-0.9323890442,-0.1916268687,-0.7276952255,0.17973338400000002,-0.7960708974028653
s012,3.1435157988,-0.4945433703,0.11007686450000001,2.3445027601,1.2947271675944,30.0769230769,0.3922322703,30.5454545455,2.056994343319644,-0.4402827486,-0.7550163889,3.8238073018,0.32406857640000003,0.891565253084696,-0.8282412539,-6.888655741933243,-4.544551305364608,-3.829219688667789,2.5921828091,-1.3888200231206698,1.2010229106,1.0,0.0,8.625,0.2791666667,2.0,0.010905765353835493,-4.7916666667,4.4166666667,0.32610388426065606,1.0,-0.0134751773,-2.2192671395,0.2972457597313213,0.3033439778971572,9.0,6.5,2.1342954583,0.4665908966,1.8977797672,-0.5190993556,0.25,-0.144848793,-0.4252662706,-0.9092231175000001,3.5016887022,0.49782727266127,0.154072599,0.7302505810475328,-1.0816155204,3.2951286846,217.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.5907514930000001,0.0013580401,0.9707031250000001,0.0020802717,0.7222222222,-3.664674886451777,-0.6823752354,-0.0741505702,1.7124298214,0.30051384262198755,2.5797607202,-0.3971730348,348.5,3.0778135091,0.12077655859233548,1.1950995507,-1.3511087552,-0.3243076534,-20.5666405171,0.5749289078,12.0,1.2158972703,0.437108278,1.7963172667,-0.4784795967,2.9880035242,0.13358185911356807,1.7208760635,-1.2470636218,0.3665835411,0.0689772045,0.0002891749,2.107241605273542,0.2808037055813759,0.1496514705,2.5877131058,0.13547588957684853,1.7150922638,-0.2344766308,5.69035945432406,6.5,5.2,5.688104661936858,2.8458609618,0.2849560116,0.38206628688701055,-1.3696246869,297.1666666667,5.723585101952381,2.1505520027,0.31024644490000003,0.32620375727918094,4.786101888492714,-0.057326046900000004,0.0339806537,1.6753507369,0.34026652560000004,0.5618933075603852,-1.0309850196,-0.118816789,1.5419026215,0.3090364956,1.7262126024,-0.118007441,7.488810584826989,1.0,11.0,3688.25,0.8825150781000001,0.20350087900000002,1.5619455955000001,0.8229371665,-0.9732480304391364
s014,2.9075536172,-1.0432902158,0.041533176500000005,2.5731307483,0.47000362924573563,11.76,5.2303600896,12.75,1.7919137640240008,-0.3121856414,-0.9183097479000001,3.6292545022000002,0.367299961,0.5736036380453774,-0.3872051065,-7.494881841799583,-2.736799369475726,-3.6368208276676937,3.1215324908,-1.2947242546786428,1.513772087,0.33333333330000003,0.6666666667000001,11.3333333333,0.09166666670000001,0.0,0.006147730619363132,-1.8333333333000001,6.1666666667,0.3581448123027558,3.0,-0.0100149413,-2.4951974386,0.42175106150169667,0.49219023063089323,6.9,6.3,1.1658117822,0.3947844689,1.5545740993,-0.7219885975,0.35555555555900026,-0.029075577000000002,-1.2818808369,-1.4200399192,2.4800550988,0.24034010740185743,0.0798095615,0.7487655752121772,-0.8005189753,3.0881574643,125.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.6273424149,0.00134547,0.7109272003,0.0018064547000000001,0.47222222220000004,-1.3862943611198906,-1.0152849638,0.2772684757,1.9578533984000002,0.1454879338990162,1.4043102103,-0.2110618616,352.65166666667307,3.1759941130009985,0.08699229605809349,1.6565707807069996,-0.7589520987970001,-0.3106839205110001,1.0000667405129997,0.2698720297,1.0,1.4669852008,0.3914767019,1.9594493822999999,-0.2710596194,1.9760018977,0.14408993153859542,1.6130130781,-0.7111778578,0.3656716418,-0.0030216815,-0.0015332032,1.8159198486549795,0.692344970975862,0.1,2.5136734425,0.09606321692795922,1.6302961557,-0.6363985145000001,5.855071922202427,6.5,4.9,5.963579343618446,2.1505671022,0.3661918105,0.25331587451715765,-1.1830691082,321.3333333333,5.8181027316854,1.8057263,0.2192396483,0.5216428448206527,4.836281906951478,-0.6364339925,-0.3016277909,3.3430627385,0.3943797325,0.620790745952972,-1.5407654684,-0.0996347045,1.4101123335,0.38438901080000004,1.3540720857,-0.1300880412,7.907353712302355,16.0,5.0,4030.0833333333,-0.41148892874100007,0.10280052617500003,-0.271324773391,0.4370257158,-1.0749143980642868
s015,2.5958974802,-0.5470934956,0.0368114747,2.3582147653,0.8754687373538999,41.2352941176,14.5281167558,35.4666666667,2.667208463623175,-0.7135221566000001,-0.8203658601,4.6937636931,0.3184639797,0.7887431589290602,-1.9756544978,-7.55314234950583,-4.209769386895026,-0.8240904074339728,2.4885710296,-1.2895731089829288,1.3722237111,0.6666666667000001,0.33333333330000003,14.625,-0.0041666667,1.0,0.004655811569372459,-5.375,10.2916666667,0.3454689255615662,2.0,0.0006176471000000001,-6.3455882353,0.40640851895617425,0.39630463741931077,9.8,5.8,2.7139440249,0.37988254460000004,1.7951381343000001,-0.5443361411000001,0.32444444444500015,-0.23044941730000001,0.2413981162,0.0,5.3201349372,1.213322804581101,0.1371687449,1.2416333330049032,-1.327315884,3.310775983,167.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.7067575455,0.0015690091000000001,0.9937500000000001,0.0018166595000000002,0.8055555556,-2.748384152235016,-1.2273071846,-0.24818394740000002,2.017295154,0.21304322455461822,1.6785135301,-0.4955899528,313.33833333332893,3.702171644206999,0.10785269045897942,1.6819468821529995,-1.111900575332,-0.3820627112380002,6.3976894761,0.4968135329,13.0,1.6807065321999999,0.5551008657000001,1.4255023813,-0.46393506980000004,3.3346451385,0.16134853117378672,1.4336835076,-1.52546541,0.4536585366,0.0445987056,-0.004174328000000001,2.0107782552219855,0.2199159949934294,0.22466185630000002,3.1114374362,0.12172033024030678,1.2066122334,-0.9097458197,5.702114417555504,6.7,5.4,5.733880505813588,2.5699752177,0.32445513730000003,0.20953584298234437,-0.7706916867,261.8333333333,5.62040086571715,3.1930240897,0.3691291973,0.19914625535719138,4.829646182536346,-0.2576639181,0.0301700004,2.4048995135,0.4468404053,0.4863345137266164,-1.1512726615,-0.2193964303,2.0381106473,0.3190477519,1.4412549233,-0.1725053088,7.562074136060588,9.0,9.0,3099.75,-0.4523090957,-0.0489741744,-0.6552395343,0.8784731181000001,-0.9842846977905804
s017,2.3528301848,-0.6414857503,0.1621260854,2.5639456591,0.7884573603642703,23.6363636364,17.3439860705,10.0,0.5064443239135366,-0.5058045558,-0.8284915993,3.9566807561,0.4053828501,0.9449883088822515,-0.5176256424,-9.45756147506945,-8.1552620853318,-7.007273560439684,2.2265680629,-1.2741714392392403,1.709767928,0.6666666667000001,0.33333333330000003,5.0,0.075,0.0,0.007802812029946614,-0.75,6.5,0.2765952793589646,1.0,-0.0122,-0.7833333333,0.40972067266836615,0.37775359517194,8.0,7.4,2.0995942442,0.4436463862,2.2020037557,-0.5889982141,0.8333333333,-0.3651554828,-0.06371233030000001,-0.5542288687,2.8827508555,0.4824456324495555,0.2368718438,0.6419893761511078,-0.9575666758,4.0502743994,235.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.8563354492,0.0019972663000000002,1.0,0.0020916368000000003,0.47222222220000004,-8.511264302067358,-1.2769691264,-0.0010595239,2.2789759623,0.2545089472453164,2.5012594242,-0.4550529408,320.0,2.9793246360000003,0.12581291151456783,2.432008749,-0.5328546605,0.0048469413,26.4892180955,0.5339308097000001,10.0,1.7824446397,0.5030233125,2.1984889362,-0.5219841915,2.3101354494,0.14594501018839157,1.959144425,-1.3663756385,0.469816273,0.0501078383,-0.0027053245,1.9072292475443646,0.31232502680920277,0.2167872277,2.5263825502,0.097023468559328,1.7747260307000001,-0.5590503667,5.883322388488279,5.0,6.4,5.685844773969647,3.0023855357,0.2981614358,0.7639568628129408,-0.7826700939,302.3333333333,5.638354669333745,3.1559948967,0.23181483500000002,1.1844023911193775,4.496099090934101,-0.2046907604,-0.47963144630000004,2.2979640419000003,0.373173593,0.7832935954579369,-0.7541151892,-0.087209536,2.1008956098000002,0.31343826140000003,2.0211604292,-0.2051297984,7.357131573394359,5.0,10.0,4024.0,0.5694584114,-0.25630325600000003,0.07783284700000001,0.1271461984,-1.2306117064512774
s026,2.2479114264,-0.4070837872,0.1339628955,1.7988103706,0.7419373447293773,43.0869565217,20.782232454,23.9130434783,1.6335736627469133,-0.4637156764,-0.678035146,3.4780821181,0.31919070310000003,0.6949892659783362,-0.35212177840000003,-9.789669701176063,-6.341435044729682,-3.661788805939889,4.1380982719,-1.2576213191918997,1.1930332158,1.0,0.0,10.0,5.551115123e-17,1.0,0.004489905272852001,9.992007222e-16,6.0416666667,0.16273755540239013,0.0,-0.0001428571,0.0357142857,0.0839986883303947,0.44667806964685336,7.5,6.8,2.688874031,0.34077976660000003,2.3558988262,-0.2625777419,0.2777777778,-0.5588696237,-0.0559046816,0.1976700244,4.9247948884,1.3487118360355113,0.0471917846,1.7815299002593863,-1.1652624446,3.6348828618,175.0,4.285442751539002,0.29406605572281797,0.3968411315,9.0,0.7183802605,0.0023475321000000003,0.9771484375,0.0028280387,0.5,-4.625581180301964,-0.9558449155000001,-0.0268688109,2.2736583629,0.20398131419326418,1.9990329586,-0.16144236250000002,232.3333333333,3.7225648459,0.07218961606330504,1.1984084894,-0.8856614096000001,-0.226182137,3.745697085899999,0.7593680811,14.0,1.5065238372,0.5268499259,1.8123024464,-0.32772045110000003,3.9797531817,0.13041699079341193,1.6440800711999999,-2.7963101257,0.3842364532,0.0445900695,0.00030292460000000003,2.153684505440531,0.3488218008721445,0.1427304522,2.5129868312,0.10035836723755685,1.3679738611,-0.9332345598,5.717027701406222,7.5,6.3,5.573420656792831,2.8285155644,0.36537894660000003,0.2579838046316148,-1.0649760443,241.5,5.663539016455351,3.6707758642,0.3225662841,0.3546962992417528,5.060483099824035,0.1907181323,0.627516661,2.3741016404,0.3883132432,0.4461374109771833,-0.7999982946,-0.3817686806,1.9583497061,0.3358738208,1.5602736864,-0.5408828746000001,7.578972070164857,7.0,8.0,2455.1666666667,-1.5372975842,0.4173329951,-0.8250892826,0.2006291395,-1.8976475586951396
s027,2.8802363268,-0.6700497118000001,0.18868589,2.4699268733,0.8754687373538999,13.2,3.4034296428,33.125,1.9393156327506362,-0.6684094131,-0.7956923958000001,3.7425545683,0.3766096195,0.49465141686806857,-1.1686952432,-6.889865263876853,-3.268015933761146,1.069994771789799,3.7575807422,-1.3735765804187687,1.6564241238,0.6666666667000001,0.1666666667,5.0833333333,0.0416666667,1.0,0.009069830016468447,0.25,8.5833333333,0.3112418720663822,2.0,0.00040311380000000003,-1.3611403324,0.3501544776175359,0.12574346241844114,8.3,6.5,2.2726061587,0.301265528,2.0561491984,-0.3135597826,0.4127777777800003,-0.3599686385,-0.09096274310000001,-0.3884511935,3.7790742791,0.8912972593489719,0.0682488693,1.2605941942159988,-1.0170844173,3.9312389163,155.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.6938799858,0.0019379015,0.6649845123,0.0024244932000000003,0.7222222222,-3.664674886451777,-1.4215363558,-0.0916342721,2.6606048428999998,0.19202914977282695,1.5707530619,-0.2981941704,236.1666666667,3.9576985172,0.18974637242118908,2.7565069847,-1.5053473667000001,-0.3350767663,3.3976760283609995,0.3102803725,9.0,1.6109145563,0.4142214668,2.4951995943,-0.3040450101,2.0656400042,0.14928356559084963,1.7350192226,-1.1711403173,0.4684304928330001,0.05621335611200002,0.000246938319,1.9470489353791707,0.35054014640721365,0.22242124175199998,3.2038727387,0.13785734865703875,1.8546435956,-0.4119328276,5.629418059367339,6.2,6.6,5.3675324355693546,3.3441034146,0.1758260133,0.9282302993192825,-0.5179793444,168.0,5.305789381386738,3.7577666814,0.2258327946,0.8428395661174186,4.973279507552487,-0.501225774,0.5733029017,2.6554696107,0.296409396,0.5587100202516972,-0.5606069252,-0.196252851,2.3863098003,0.298447994,1.7289315999000001,-0.4661921726,7.208326155023605,23.0,5.0,2417.5833333333,-0.08665275605600004,-0.074257884996,-0.09509850137899994,0.1688114436,-1.7095442433052839
s028,3.8106423352,-0.9645223380000001,0.047090860400000004,3.0361234721,0.9555114450274363,43.7222222222,9.4980218099,25.2857142857,2.290402877501173,-0.5576875111,-0.8608129575000001,4.5511943597,0.37224701320000003,0.8084441956039983,-1.5303287970000001,-7.789518022099963,-5.237819133894846,-3.647969963901541,3.5717185125,-1.3074684662012717,1.7624835735,0.6666666667000001,0.33333333330000003,16.2916666667,-0.0208333333,1.0,0.003659960864698687,-4.2916666667,27.5,0.1758061966897416,0.0,-0.0014763092000000002,-2.1452618454,0.18943680038776836,0.36295436400823816,8.8,8.0,2.5015577896,0.4103162675,2.0289114392,-0.4849290867,0.0833333333,-1.3852827194000001,1.6458749594,-0.09204657470000001,3.1862650416,0.8580083380688479,0.2369118576,0.42981315376493184,-0.8893284577,4.1867508355,134.0,5.024662531465331,2.2204460492503128e-16,0.5453153843,2.0,0.718359375,0.0015058985,1.0,0.0017774583,0.8611111111,-4.625581180301964,-0.9874352881,0.13680699600000001,1.9100832606,0.2260569496448557,2.2616562189,-0.2091189058,332.0,4.0771484111,0.13565531484153073,2.1371504628,-1.7094845553,-0.3369216356,13.1322092207,0.5418513672,8.0,2.1232623202,0.4578951352,1.6150016828,-0.3083198813,3.3212515153,0.10551175308087073,1.8969673533,-1.9092565864000002,0.380952381,0.046296949000000004,-0.0010230935,1.9506666338819199,0.253711098581952,0.2080392755,3.7816956306,0.07595292213636726,1.6520876578,-0.28087514610000003,5.8664680569332965,5.8,6.0,5.9017221716072115,3.0897956017,0.3726517079,0.27702694215607615,-0.7300034131,280.6758333333289,5.668633118389348,3.137423031093001,0.33736633581300013,0.5127050522394887,4.838579913767571,-0.028279321079000008,0.19271359794999998,2.5162116729,0.4257464714,0.5196996624561729,-0.5599680281,-0.0939570171,2.9648191180000003,0.36370594780000004,1.9428505786999999,-0.1072241216,7.649868975003758,13.0,7.0,4013.0,-0.1095824185,0.2028935687,0.43352548830000004,0.878117361,-1.01256990277375
s032,2.7707024585,-0.7525043827,0.0619733639,1.9488795242,0.5596157879354227,30.0416666667,5.8345236881,11.6363636364,0.8454378223742564,-0.1696974,-0.7463547955000001,5.1426432817,0.274592801,1.1952637038261564,-0.3130888565,-7.296626431491478,-6.531223395496672,-3.5240604370468063,5.4966552907,-1.1833844518057544,1.0974109704,0.33333333330000003,0.1666666667,8.4166666667,0.05,1.0,0.007472014838700836,-4.5,4.0833333333,0.3099799981644548,3.0,-0.006,-1.5281690141,0.25807871027645746,0.33291876092679185,6.2,4.8,2.1640205723,0.3686036431,1.9919301991,-0.3829949117,0.6388888889000001,-2.2794528261,2.4414806982,0.0,5.3201349372,1.3499562508239977,0.0131898977,0.987065567279909,-0.9575666758,4.0502743994,186.0,4.4713227509748625,0.3498535379707482,0.2565783653,8.0,0.5,0.0015987677580000003,0.9500000000000001,0.0024626115,0.6111111111,-6.449609932071972,-1.3848589424,-0.1485232882,1.6363829229,0.21888418162450812,1.9957517079,-0.2292046077,317.13833333333497,3.697661443707003,0.09763105699981457,1.7586724167160002,-1.0552077156589992,-0.42273053159999996,-1.3024422447,0.6737623433000001,4.0,1.5039267617,0.3011948198,2.2524411558,-0.3556579207,3.7222811718,0.1286242919378462,1.7646743317,-2.4078108697,0.40975609760000004,0.0574482937,-0.0006745619,1.812398546385028,0.692344970975862,0.1,5.2857716217,0.1279761891269636,1.512720413,-1.2321569489,5.488937726156687,4.6,4.1,5.448890225027411,3.3952404967320007,0.3215635986,1.2675235870417334,-1.226115408,266.6666666667,5.750984076140496,3.8851159263,0.3285494852,-0.08284421618649239,5.067855434425938,0.1937515547,0.040084925,3.4877773328,0.3113939476,0.9134327111409745,-1.1821995668,-0.1751049121200001,1.9811253691429989,0.29707994081900013,1.8252587334920005,-0.27004696964799985,7.536219483526981,12.0,8.0,3851.4166666667,-0.1667105367,0.499121864,0.0413442035,0.5375737653,-0.4439455058385446
