,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTKSCOR,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation,ARTRSCOR,ANTZD,ANTZN,ANTZT,ANTALTZD,ANTALTZN,ANTALTZT,ANTCONZD,ANTCONZN,ANTCONZT,ANTORTZD,ANTORTZN,ANTORTZT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFZD,DRFZN,DRFZT,DRFPINZD,DRFPINZN,DRFPINZT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBZD,DPEAYBZN,DPEAYBZT,DPEBXBZD,DPEBXBZN,DPEBXBZT,DPEZD,DPEZN,DPEZT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTBETA,HLTPROBW,HLTRSKAV,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,KRBPCTP,KRBPCTPL,KRBPCTPM,KRBPCTPS,LOGZTD,LOGZN,LOGZT,LOGCONZD,LOGCONZN,LOGCONZT,local_global_letter.global_bias_EZ_drift,local_global_letter.global_bias_EZ_non_decision,local_global_letter.global_bias_EZ_thresh,LOGSWCZD,LOGSWCZN,LOGSWCZT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPZD,REPZN,REPZT,REPPINZD,REPPINZN,REPPINZT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMZD,SMZN,SMZT,SMSIZD,SMSIZN,SMSIZT,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMZD,SIMZN,SIMZT,SIMSIMZD,SIMSIMZN,SIMSIMZT,SRTAVRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,STRZD,STRZN,STRZT,STRSTRZD,STRSTRZN,STRSTRZT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32ZD,32ZN,32ZT,32CSCZD1,32CSCZD9,32CSCZN1,32CSCZN9,32CSCZT1,32CSCZT9,32TSCZD1,32TSCZD9,32TSCZN1,32TSCZN9,32TSCZT1,32TSCZT9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s005,1.7161745516999998,0.3214148166,0.8799336348000001,1.9,23.2692307692,3.9855508257,580.0,22.2222222222,3.0784938173,375.0,3.2671403882,0.41963502469999997,1.3047127979000002,-0.2301974205,0.08882242300000001,-0.4114362199,-0.6265496099,0.08557294230000001,-0.2105875011,1.0030601711,0.0810266394,-0.2884923175,0.001017956,0.0017600098000000004,0.0079482422,3.0,3.25,3.6,3.0,3.0,3.6,2.1428571429,43,4.2275954668,0.31225378940000004,1.0180882081,1.0,0.0,16.0833333333,0.2916666667,3,-0.027999999999999997,-2.6666666667000003,16.9583333333,0.7415789474000001,3,-0.0172555431,-2.8244120941000004,1.0,1.5454545455000002,0.33946628430000003,1.0081751988,9.1,7.1,3.7190574729000003,0.5584817445,1.1461720901,0.9826990731999999,0.049488902599999995,-0.1038232294,0.33333333330000003,2.0,2.3333333333,1.5,1.6666666666999999,3.6666666667,5.3333333333,6.166666666699999,6.166666666699999,6.5,4.1666666667,2.3333333333,1.8333333333,3.0,1.5,4.6666666667,1.3166031759999999,0.2956360873,-0.4874492081,2.0756786384,0.11245398640000001,-0.4729446435,2.9984917906,0.26931145840000004,1.2357575124,0.33223158610000003,4.6556717651,22.2222222222,0.0,29.6296296296,5.833333333300001,6.0,4.5,4.0,2.875,4.2857142857,4.625,49,-0.7717910818000001,3.4406522452,30,143.0,59.8991114415,-8.5507035957,0.8568707964000001,6,1.3157894737,1.5333333333,0.7236789465000001,0.0009836497,0.9180419921999999,0.0013364966000000002,0.5833333333,0.0015811388,0.0015811388,0.0038729833,0.6296296296,0.6666666667000001,0.6666666667000001,0.5555555556,2.3928731565,0.6755192964000001,1.9030999947999998,-0.6388787785000001,0.16117212279999998,-0.0556775701,-0.3311141601,0.0040155567,-0.0654751011,0.2779626415,0.017621478700000002,0.0692087474,5.466666666699999,3.5911206085000003,0.3516777598,0.9868378337999999,308.8333333333,43,26.123471733400002,-23.6861105789,0.6566922334,15,2.1019234912,0.5924867264,1.6776826271,0.0150171954,0.0981514803,-0.3283941797,0.6666666667000001,0.5833333333,0.75,0.75,137.0,0.0,0.6000000000000001,0.6666666667000001,0.4,2.8663125869,0.4798908778,2.2045635018,-0.3614127789,0.1212728359,0.16104654940000002,0.5597014925,0.057892993,0.0022924945,7.878684459,0.8442439861000001,0.2180237403,4.7273874412,0.3762962478,1.1197103876999999,0.2130928527,0.0386735689,-0.0471850589,275.0,6.7,6.1,4.3795937785,0.4306632603,0.8574697530000001,365.3333333333,5.1485187106,0.40410999630000005,1.033417236,242.0,242.3333333333,0.33333333330000003,3.6041401705,0.4058550117,1.4543682452000002,-0.3533922359,0.0506429202,0.1207335893,6.5,5.5,7.0,3.5,5.5,29,2.6775610764,0.46662048869999995,1.3638673697,0.5060477417,-0.9696402179000001,0.099398824,-0.0028963113,0.0195414557,0.2473887655,-0.4722528754,0.0976251329,-0.0200557001,0.0041951051,-0.22334704940000003,-0.0330403081,3.8461538462,3.2,3.3333333332999997,2.1111111111,3.2666666667000004,1994.5166666667,4,10,3262.0833333333003,-0.1656782418,-0.0084840798,-0.22383290670000003,1.4,1.4545454544999998,1.75,1.2857142857,2.75,0.27256981129999996,0.3393247426
s007,1.0472595502,0.3859653649,1.0759349632,1.95,30.8636363636,4.1437900129,643.0,35.9523809524,10.2638988229,700.0,3.8768851148,0.5280717747,1.280111348,0.8131153437,0.046637058499999995,-0.0409681617,0.0852357615,0.1022488873,-0.196443013,-0.0379220421,0.0710515395,0.0119096258,0.0059243269000000005,0.0086957397,0.012907226599999998,4.0666666667,3.3928571429,3.8666666667,2.75,2.5,4.0,3.4285714286,42,2.3210713208000002,0.369629322,1.2998025757,0.5,0.1666666667,15.916666666700001,-0.008333333299999999,1,0.0013333332999999998,2.5,16.75,0.15,1,-0.0016666667,-0.4166666667,1.1666666667,1.2727272726999999,0.1917215995,0.8057487034,8.1,4.3,,,,,,,0.0833333333,2.6666666667000003,5.5,2.6666666667000003,4.5,5.1666666667,3.8333333332999997,4.6666666667,4.0,5.0,1.8333333333,3.3333333332999997,4.1666666667,4.3333333333,4.0,6.5,,,,,,,,,,,,50.0,0.0,11.1111111111,5.3333333333,5.5,3.125,3.125,3.25,3.1428571429,3.25,51,-1.0816155204,3.2951286846,23,195.0,59.8991114415,-8.5507035957,0.8568707964000001,6,1.2105263158,1.6,0.6941823959000001,0.00130253,0.8349777222,0.0010820387,0.6111111111,0.06403124240000001,0.1265219767,0.0636371852,0.1851851852,0.22222222219999999,0.11111111109999999,0.22222222219999999,1.1386616425,0.5233023467,1.3379703204,-1.8514389869,0.0114951979,-0.12680556939999998,-0.5913095722999999,-0.0068502211000000006,0.09070643619999999,-0.5898523854000001,0.1468859156,-0.1731083487,4.0,,,,,44,,,0.538500946,11,,,,,,,0.4166666667,,,0.6666666667000001,113.0,0.2,0.30000000000000004,0.7777777778,0.9,2.7721221732,0.5229948636,2.2807671686,0.24559765739999997,0.21856455149999998,-0.1312396106,0.442408377,0.0257691031,-0.0002524327,16.465464917200002,0.4277884817,0.046872982699999996,3.2490237813,0.3595859717,1.6291985473,0.0446862635,0.0173397842,-0.0214194979,396.5,5.5,4.4,2.2135018772999997,0.5633311941,1.2315637653,401.1666666667,1.6609101897999998,0.5233516674,1.0618205627,356.5,356.8333333333,0.33333333330000003,2.2083396458,0.7705532051,1.1841293448999999,-0.08289237099999999,-0.0110755047,0.3049940987,3.5,6.0,4.0,4.0,5.0,38,0.8308453445,0.553833385,1.3983242463999999,0.4690504154,-0.2483850778,0.10198505279999999,0.0986072868,-0.0418744069,-0.26505925550000003,-0.6333416924,-1.0296108073999999,0.10731801619999999,0.0637989013,-0.0705697678,0.0108573033,3.7692307692,4.3,2.7777777778,3.0,3.0,2120.49,3,8,5704.166666666701,,,,2.1,1.5454545455000002,3.1666666667000003,1.5714285713999998,3.25,0.44548472899999997,0.41014642689999997
s009,1.5095402838,0.2902419754,1.0818886098,2.55,48.181818181800004,4.0898988651999995,1010.0,30.555555555599998,1.4234267775,520.0,3.9395791206,0.3712243715,0.97729922,-0.7277659834,0.0098173938,-0.0174166243,0.0009588016,0.0176874511,0.1889404056,0.0545699373,0.0746606907,-0.0101112971,0.0001651209,0.0007631911999999999,0.011943359399999999,4.4666666667,4.3928571429000005,6.0,2.25,2.75,3.2,3.1428571429,25,4.6748086760000005,0.2551341118,1.2193961226,0.6666666667000001,0.1666666667,7.291666666699999,0.20416666670000003,3,-0.0188333333,-3.7916666667,7.083333333300001,0.1957525084,2,-0.0231973244,-3.9424749163999997,1.8333333333,1.0,-0.0287443268,0.4001512859,7.7,4.9,2.1328676163,0.4680145381,1.0448267412,-1.3777277169,0.0957329961,-0.37424414450000004,0.8611111111,3.8333333332999997,2.0,2.3333333333,2.3333333333,3.5,3.0,4.5,3.5,3.5,2.6666666667000003,2.8333333332999997,1.5,3.5,2.8333333332999997,5.0,-0.39325271219999997,0.16618281029999998,-0.431202779,0.6737101748000001,-0.023060455299999998,-0.052713096900000006,2.6933845722000003,0.204806447,1.3847637976,0.0,5.320134937200001,77.7777777778,44.4444444444,48.148148148100006,5.0,5.0,2.875,1.75,3.75,2.7142857143,3.375,38,-0.5402436899,4.8849203713,14,266.0,25.7627506452,0.9984046206999999,0.3968411315,9,1.6315789474000002,1.4,0.6760320662999999,0.0023875259,0.8853013992000001,0.0027768546,0.5833333333,0.0038729833,0.0256124969,0.0038729833,0.4814814815,0.5555555556,0.33333333330000003,0.5555555556,2.1411309738,0.4343978128,1.6038193116,-1.0420257498,0.0985803999,0.1474503174,0.2725200356,0.0778702352,-0.487741371,0.4310799429,0.0228608775,0.4889728097,3.7333333332999996,3.7497418619,0.3759608229,1.3819040725999998,204.1666666667,33,-0.7816201197,10.4752270244,0.4760700667,13,1.1346384935,0.6482515074,1.7150045236000002,-0.2780502425,0.2949390525,-0.9739133726000001,0.1666666667,0.4166666667,0.4166666667,0.0,78.0,0.7000000000000001,0.9,0.7777777778,0.4,2.8407236829,0.3259152984,1.4892250034999999,-0.227148375,0.0954155824,-0.1352034068,0.6185819071,0.0942853347,0.0018678579,5.7362652875,0.6168453969000001,0.2653450865,3.0268639076999997,0.2388185108,1.2857599208,0.5627993533,0.0756357834,-0.23137290649999998,254.5,6.2,5.3,4.0840413833,0.2821071814,0.9984074747,256.3333333333,3.3919307158999996,0.41256285,1.4526398378999998,160.3333333333,231.6666666667,71.3333333333,2.671649173,0.34975639280000004,1.4411127181999999,-1.5207952375999998,0.0579571803,0.1678260766,2.5,3.5,2.5,2.0,4.0,60,1.3919279113999998,0.4005894367,1.5694188672,-0.2372404461,0.3925268253,-0.0561333125,0.012492423600000002,0.4803919107,-0.04499269349999999,-0.3057427717,-1.3301871329000001,0.1662907964,0.08759493300000001,-0.28027245100000003,-0.078237003,3.0769230769,2.7,3.3333333332999997,3.2222222222,3.6666666667,1241.8333333333,6,10,5413.0833333333,1.3077408289,-0.5791927331000001,0.30202277320000004,2.4,2.0909090909,2.9166666667000003,2.9285714286,2.3333333333,0.1314693092,0.1842408366
s011,2.2677848505,0.3547081079,1.0797051604,3.0,24.304347826100003,3.6110283426999996,538.0,15.7692307692,1.39449467,394.0,2.5693170227,0.3706627879,1.3724894567,1.0051102540999999,0.10070099099999999,-0.2603340235,0.3809447988,0.18883529,-0.6322210701000001,-0.7676300367000001,-0.07439427550000001,0.509334026,3.25053e-05,0.00029330830000000004,0.07358105470000001,2.0,2.4285714286,2.2,2.5,2.5,3.2,2.8571428571,59,3.8216505375,0.30161418970000003,1.1262319909,0.33333333330000003,0.33333333330000003,10.4583333333,0.0208333333,1,-0.0038333333,-2.2916666667,10.4166666667,0.2562656642,3,-0.0083308271,-2.9235588972000004,1.0,1.1818181818,-0.21701739190000002,0.35044167,9.3,9.0,1.8698174596,0.7311872095,1.6768985656000002,0.1054511757,0.4071197458,-0.4868722618,0.4166666667,2.0,1.0,2.5,1.0,5.1666666667,7.0,7.0,5.0,7.0,1.0,2.0,1.0,3.0,1.0,7.0,-0.1545017089,0.1897300839,-0.5758661074,0.2198155309,-0.0675238049,0.1631742216,2.6851587538999997,0.3041131788,1.3860146152,0.0,5.320134937200001,72.2222222222,22.2222222222,7.4074074074,7.0,1.0,4.875,5.0,5.0,3.5714285714000003,1.0,70,-1.0170844173,3.9312389163,40,290.0,25.7627506452,0.9984046206999999,0.3968411315,9,1.0526315789,1.2,0.7266063690000001,0.0013082775,0.9,0.0019703727,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2.5248720956,0.489952007,1.2418427933,-0.8084362365000001,0.1342913617,-0.5580898031,-0.407514439,-0.1029766032,0.22298746670000003,0.0107150578,-0.030847116400000006,0.4304002479,6.0,3.0737990887,0.3437253823,0.7148237454,244.1666666667,48,-13.7549484408,22.9690967823,0.3168698411,10,1.9939875888,0.7121982553,1.5651528796,-0.234298028,-0.15463707910000002,0.1925211578,1.0,1.0,1.0,0.8333333333,150.0,0.1,0.2,,0.0,2.946015565,0.4239452218,1.2958900731,-2.4695186533,0.0215018748,0.1675195246,0.5147783251,0.0545601618,7.56313e-05,9.4391038746,0.5327991817000001,0.23066257329999998,3.8725343939999997,0.3608714184,0.8976288746000001,-1.5146417424,0.0583957524,-0.1271157637,387.0,6.3,7.9,3.1608888143000002,0.3630399386,0.6951287142,301.6666666667,3.6106380826,0.3468449053,0.8767766654000001,255.0,237.1666666667,-17.8333333333,2.5216222661,0.3906816169,1.3575293708,-0.4638960396,0.0638183666,-0.0437603599,7.0,7.0,7.0,7.0,6.5,72,2.6084451447,0.3697072353,1.0456845269,1.0313975701,2.0941862412,-0.0116569765,0.1552086363,0.1571750751,-0.4563798732,-1.6817129708,-1.2271412940000002,-0.0009187951,-0.0334211764,0.08694110790000001,0.0129598218,4.5384615385,1.9,1.6666666666999999,1.0,2.1333333333,1686.3416666667001,19,4,2352.0,-0.9323890442,-0.1916268687,-0.7276952255,1.0,1.3636363636000002,1.1666666667,1.1428571429,1.25,0.17973338400000002,0.45109789659999994
s012,2.8373262481,0.33987922260000003,1.3256142533,3.65,30.0769230769,0.3922322703,750.0,30.5454545455,6.8224229234000004,640.0,3.1721791768000003,0.40476051799999996,1.5622784154,-0.2786100774,-0.033785110699999996,0.1378805209,-0.037729524,-0.0162688456,0.2687310288,1.2270539123,0.1356886348,-0.1721939772,0.0010192831,0.010624939,0.0217265625,4.3333333333,3.3571428571,4.8,2.5,2.0,3.6,2.5714285714000003,40,2.436287468,0.26678312660000003,1.0411655823,1.0,0.0,8.625,0.2791666667,2,-0.0261666667,-4.7916666667,4.4166666667,0.2052600473,1,-0.0134751773,-2.2192671395,1.1666666667,1.2727272726999999,-0.181201017,0.9406044403,9.0,6.5,2.1625043749,0.5591324024000001,1.4431857122,-0.5865946021,-0.047987447,0.0292095022,0.25,3.5,3.1666666667000003,1.1666666667,2.5,4.0,4.3333333333,5.3333333333,4.8333333333,5.0,3.3333333332999997,4.3333333333,2.0,4.0,2.1666666667,5.0,1.9819573178,0.3075539809,-0.9633241645,-0.5793521578999999,-0.059233242199999994,-0.3251844937,2.0106040876,0.27349223980000004,1.6957571137,-0.9092231175,3.5016887022000005,38.8888888889,66.6666666667,62.962962963,3.5,4.75,4.0,3.625,3.375,2.5714285714000003,1.5,30,-1.0816155204,3.2951286846,20,217.0,10.925098710999999,0.9214174355,0.2565783653,8,1.2105263158,1.0,0.5907514930000001,0.0013580401,0.970703125,0.0020802717,0.7222222222,0.0256124969,0.0256124969,0.0256124969,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,1.8890180753,0.5399023961,1.8063602791,-0.037714567,0.0430941498,0.0834558973,0.053373429900000005,0.1438023567,-0.2427720473,0.222396961,0.2910441335,-0.1603270924,3.5333333333,2.4643282201,0.3186471274,1.1086199556999998,348.5,46,-20.5666405171,26.8229064585,0.5749289078,12,1.1402737106,0.46439085,1.4877562059,-0.7661406159999999,0.0290690093,0.2034572331,0.25,0.4166666667,0.75,0.4166666667,114.0,0.5,0.8,0.44444444439999997,0.0,2.8283955491,0.3538274395,1.9832699132,0.0217913611,0.1777685787,-0.3077578334,0.3665835411,0.0689772045,0.00028917490000000004,8.2255207299,0.6742025776,0.1496514705,2.6196505371,0.336291612,1.3269322151,0.34946589990000004,0.0130093252,0.09339530119999999,296.0,6.5,5.2,3.7024112533999998,0.3196099203,1.2123548851000001,295.3333333333,2.132506577,0.3302177871,1.2509890972,297.1666666667,306.0,8.8333333333,1.5963688532,0.431835808,1.4139105222,-0.7797073678,0.1412306124,-0.1677299783,3.0,5.5,4.0,2.0,2.5,36,1.5196936750999999,0.4287278376,1.3923853024,0.1778751804,-0.0312424056,-0.005864273200000001,0.0557067285,0.0779372536,-0.0999334544,0.0197068221,-0.4792633541,0.046348828499999994,-0.0435572458,-0.0319474454,-0.0711560227,4.3076923077,3.1,2.4444444444,1.7777777778,2.2666666667,1787.9242424242002,1,11,3688.25,0.8825150781000001,0.203500879,1.5619455955,2.1,1.8181818182,2.1666666667,1.0714285714,1.3333333333,0.8229371665,0.37785376229999995
s014,1.0518906034,0.2763222967,0.8473543791,1.6,11.76,5.2303600895999995,288.0,12.75,5.0009258402,357.0,3.5360384738999997,0.4527439056,1.0888308004,0.6207268796000001,0.022472250099999997,-0.1321097242,-0.2898833342,0.11824153539999999,-0.4549719509,1.1765524087,0.09801790980000001,-0.19929370059999998,0.0005559224000000001,0.0647773438,0.0263359375,3.0,3.5714285714000003,4.8,3.0,2.25,2.8,2.8571428571,48,3.0488367439,0.2878607298,1.4117073017,0.33333333330000003,0.6666666667000001,11.333333333299999,0.0916666667,0,-0.0016666667,-1.8333333333,6.166666666699999,0.2503735326,3,-0.0100149413,-2.4951974386,1.0833333333,1.4545454544999998,-0.0027181657,0.6590894145,6.9,6.3,1.360208245,0.5892783697,1.0321904336,-2.2745412543,0.137402554,-0.5329076868,,2.5,2.3333333333,1.8333333333,2.3333333333,3.5,5.3333333333,5.5,4.5,5.1666666667,3.6666666667,1.6666666666999999,2.0,2.5,2.0,2.8333333332999997,0.3502089567,0.0468127456,0.073915991,-2.3667817575,-0.0433292574,0.0999614386,2.1191285748,0.3366311373,1.0162429687,-1.4200399192,2.4800550988,44.4444444444,33.3333333333,29.6296296296,4.0,4.0,4.0,3.125,4.0,2.4285714286,2.375,40,-0.8005189753,3.0881574643,29,125.0,59.8991114415,-8.5507035957,0.8568707964000001,6,1.2105263158,1.2,0.6273424149,0.00134547,0.7109272003,0.0018064547,0.4722222222,0.25,0.25,0.06403124240000001,0.0740740741,0.0,0.0,0.22222222219999999,2.1014491967,0.5928072104000001,0.9259848642,-0.7000541087000001,0.07624810110000001,0.021394245299999996,-0.1300027766,-0.1219829635,0.3219182192,0.7278039714,0.053642206000000005,-0.1028716441,5.0666666667,,,,,44,,,0.2698720297,1,1.6601281462000002,0.5968264631,1.3330133215,-0.10496403119999999,-0.011795433300000002,0.4245411143,0.5833333333,0.75,0.33333333330000003,0.5833333333,103.0,0.2,0.2,0.22222222219999999,0.0,1.7738841719999998,0.4994172467,1.3895303525,-0.0026607754,0.17479284520000002,-0.2253731582,0.3656716418,-0.0030216815,-0.0015332032,1.0,0.0,0.1,2.6129302585,0.3896061051,1.2162796232,-0.8656119065000001,-0.0011988054,-0.0297020806,349.0,6.5,4.9,2.7901283223,0.4052837612,1.0154419499,389.0,2.1983611256,0.4181080286,0.9067385788,321.3333333333,336.3333333333,15.0,3.0390396175,0.4873250061,1.1299580251,-1.1518688772,0.1127236417,-0.1822329922,5.0,4.5,4.5,3.5,3.5,46,1.5876235565,0.5004527247999999,0.9911076820999999,-0.0761100286,0.21972682559999998,0.0237794922,0.0169268375,-0.0365557356,0.0321041523,-0.3971960383,-0.1541981086,0.06585849099999999,0.000642168,-0.1012215044,0.08685194460000001,2.9230769231,3.0,3.1111111111,3.0,2.8666666667,2717.1904761905,16,5,4030.0833333333003,,,,2.1,2.2727272727,2.25,2.0,2.0833333333,0.4370257158,0.34132697230000003
s015,1.8780680601,0.3004845585,0.9706847432,2.4,41.2352941176,14.5281167558,651.0,35.4666666667,13.3997157042,512.0,3.7977028078,0.3857226145,1.3068017382,-0.30620603090000004,0.0486006345,-0.1006724225,-0.3916477393,0.035782251699999996,-0.0739695991,-1.2013345331,0.019078839099999998,0.3801345565,0.0005244595,0.0148497925,0.43863378909999995,2.5333333333000003,4.0357142857,3.6333333333,2.75,3.25,3.4,1.0,64,2.3821213722,0.23354312789999998,1.5101297115,0.6666666667000001,0.33333333330000003,14.625,-0.0041666667,1,-0.0001666667,-5.375,10.2916666667,0.23235294120000002,2,0.0006176471000000001,-6.3455882353,1.0,2.0,-0.025931320299999998,0.8086626635999999,9.8,5.8,2.8608300041000003,0.4320425729,1.4900150904,-0.6491383382,0.0004545883,0.0530107291,,1.3333333333,1.3333333333,1.0,4.0,4.5,6.333333333300001,7.0,6.666666666699999,4.5,4.0,1.0,1.0,1.0,4.3333333333,5.3333333333,0.6324508273,0.075717538,-0.1015299552,0.1182295253,-0.0981183409,0.2538245928,3.0304047744,0.2998530278,1.8071722953,0.0,5.320134937200001,38.8888888889,11.1111111111,3.7037037037,6.666666666699999,3.75,5.0,5.0,4.125,4.7142857143,3.125,61,-1.3273158840000001,3.310775983,40,167.0,10.925098710999999,0.9214174355,0.2565783653,8,1.1052631579,1.8666666666999998,0.7067575454999999,0.0015690091,0.99375,0.0018166595,0.8055555556,0.06403124240000001,0.1265219767,0.06403124240000001,0.1851851852,0.22222222219999999,0.11111111109999999,0.22222222219999999,1.92939107,0.5212179401,1.1152545675,-1.7031572239,0.09140671689999999,-0.18330591289999998,-1.2939794803,-0.10911580259999999,0.2344301607,-1.5600541544,-0.010526405700000002,0.0571289228,5.8666666667000005,,,,,44,6.3976894761,-0.2775020971,0.49681353289999997,13,1.8385368288,0.6250386139,1.1224649691,-0.986305761,0.0405996334,-0.34081814060000004,0.75,0.75,0.5833333333,0.9166666667,150.0,0.1,0.2,0.6666666667000001,1.0,3.3872559941,0.40021532439999996,1.2500107792,-0.3971125443,0.118435035,-0.30776361500000005,0.45365853659999994,0.044598705599999997,-0.004174328000000001,7.4691279738,0.7524241659,0.2246618563,3.4821869808,0.349176904,0.7901744875000001,-0.8509339126000001,0.0671692546,-0.273570341,299.5,6.7,5.4,3.1679493151,0.399964087,0.7346322412999999,309.1666666667,3.4609270858,0.4276963936,0.8493140046000001,261.8333333333,276.0,14.166666666700001,2.5031722098,0.5774062495000001,1.015801554,-0.9232927062,0.0989945809,-0.034459473000000004,7.0,7.0,7.0,7.0,7.0,18,2.0046622032,0.4073440781,1.1217762192,-0.9050094023999999,-0.2098112585,0.024776190099999998,0.017956458600000003,-0.4421693396,-0.0184161707,0.0411240435,-0.47376457689999996,0.0411815562,-0.0509763947,0.0238658167,0.27322924519999997,3.8461538462,2.0,3.6666666667,1.8888888889,3.2,1923.8316666667001,9,9,3099.75,-0.4523090957,-0.0489741744,-0.6552395343,1.2,2.0909090909,1.0833333333,1.0,3.25,0.8784731181000001,0.37370644439999995
